bar,beat,note,chord,replaced,original_value
1,1,44,G79,True,34
1,2,45,G79,True,50
1,3,45,G79,False,
1,4,43,G79,False,
2,1,42,Csus7913,False,
2,2,45,Csus7913,False,
2,3,43,C7913,False,
2,4,47,C7913,False,
3,1,48,Fj7,False,
3,2,39,Fj7,True,50
3,3,37,Fj7,False,
3,4,42,Fj7,False,
4,1,41,Fj7,False,
4,2,52,Fj7,True,51
4,3,51,Fj7,False,
4,4,40,Fj7,False,
5,1,50,A-7,False,
5,2,36,A-7,True,50
5,3,49,A-7,True,47
5,4,40,A-7,False,
6,1,45,D7,False,
6,2,50,D7,True,43
6,3,40,D7,False,
6,4,45,D7,False,
7,1,50,G7,False,
7,2,48,G7,False,
7,3,45,G7,False,
7,4,45,G7,True,50
8,1,43,G-7,False,
8,2,47,G-7,False,
8,3,50,C7913,False,
8,4,34,C7913,True,43
9,1,48,F6,False,
9,2,50,F6,False,
9,3,51,F7/A,False,
9,4,38,F7/A,False,
10,1,37,Bb6,False,
10,2,50,Bb6,False,
10,3,37,C7913,False,
10,4,34,C7913,True,37
11,1,48,F6,False,
11,2,51,F6,True,50
11,3,51,F6,False,
11,4,52,F6,False,
12,1,40,E-7,False,
12,2,51,E-7,False,
12,3,40,A7,False,
12,4,40,A7,False,
13,1,45,D-7,False,
13,2,43,D-7,False,
13,3,40,D-7/C,False,
13,4,41,D-7/C,False,
14,1,42,Bb-7,False,
14,2,40,Bb-7,False,
14,3,39,E7,False,
14,4,35,E7,False,
15,1,40,Aj7,False,
15,2,42,Aj7,False,
15,3,44,Bb7,False,
15,4,42,Bb7,True,47
16,1,39,Aj7,True,40
16,2,40,Aj7,False,
16,3,45,D7,False,
16,4,45,D7,False,
17,1,50,G79,False,
17,2,50,G79,False,
17,3,43,G79,False,
17,4,42,G79,False,
18,1,41,Csus7913,False,
18,2,38,Csus7913,False,
18,3,43,C7913,False,
18,4,47,C7913,False,
19,1,48,Fj7,False,
19,2,38,Fj7,False,
19,3,37,Fj7,False,
19,4,51,Fj7,False,
20,1,38,Fj7,False,
20,2,50,Fj7,False,
20,3,45,Fj7,False,
20,4,43,Fj7,False,
21,1,46,A-7,True,40
21,2,41,A-7,False,
21,3,43,A-7,False,
21,4,36,A-7,True,45
22,1,34,D7,False,
22,2,47,D7,False,
22,3,43,D7,True,49
22,4,52,D7,False,
23,1,42,G7,False,
23,2,33,G7,True,38
23,3,50,G7,False,
23,4,45,G7,False,
24,1,43,G-7,True,48
24,2,42,G-7,False,
24,3,47,C7,False,
24,4,34,C7,True,42
25,1,48,F6,False,
25,2,40,F6,False,
25,3,45,F7/A,False,
25,4,43,F7/A,False,
26,1,41,Bb,False,
26,2,41,Bb,True,38
26,3,43,Bo,False,
26,4,41,Bo,False,
27,1,40,F6/C,False,
27,2,46,F6/C,True,38
27,3,35,Bb7913,False,
27,4,37,Bb7913,False,
28,1,37,A-7,False,
28,2,45,A-7,False,
28,3,45,D7,False,
28,4,34,D7,True,43
29,1,42,G-7,False,
29,2,52,G-7,False,
29,3,50,G-7,False,
29,4,35,G-7,True,48
30,1,47,C7913,False,
30,2,50,C7913,True,37
30,3,45,C7913,True,37
30,4,41,C7913,False,
31,1,52,F6,False,
31,2,37,F6,True,50
31,3,48,F6,False,
31,4,47,F6,False,
32,1,40,F6,False,
32,2,40,F6,False,
32,3,45,F6,False,
32,4,43,F6,True,38
33,1,37,G79,False,
33,2,39,G79,False,
33,3,33,G79,True,38
33,4,38,G79,False,
34,1,37,Csus7913,False,
34,2,38,Csus7913,False,
34,3,38,C7913,False,
34,4,43,C7913,True,40
35,1,42,Fj7,False,
35,2,50,Fj7,False,
35,3,51,Fj7,False,
35,4,38,Fj7,False,
36,1,40,Fj7,False,
36,2,33,Fj7,False,
36,3,52,Fj7,False,
36,4,50,Fj7,False,
37,1,33,A-7,False,
37,2,48,A-7,False,
37,3,42,A-7,False,
37,4,43,A-7,False,
38,1,44,D7,True,40
38,2,38,D7,False,
38,3,37,D7,False,
38,4,40,D7,False,
39,1,38,G7,False,
39,2,51,G7,True,37
39,3,37,G7,False,
39,4,49,G7,True,37
40,1,46,G-7,True,38
40,2,40,G-7,False,
40,3,52,C7,True,41
40,4,43,C7,False,
41,1,40,F6,True,37
41,2,46,F6,True,43
41,3,41,F7/A,True,48
41,4,42,F7/A,False,
42,1,41,Bb6,False,
42,2,38,Bb6,False,
42,3,43,C7913,False,
42,4,47,C7913,False,
43,1,48,F6,False,
43,2,50,F6,False,
43,3,38,F6,False,
43,4,38,F6,False,
44,1,37,E-7,False,
44,2,44,E-7,True,38
44,3,37,A7,True,40
44,4,40,A7,False,
45,1,45,D-7,False,
45,2,35,D-7,True,43
45,3,33,D-7/C,True,40
45,4,35,D-7/C,True,41
46,1,42,B-7,False,
46,2,37,B-7,True,40
46,3,39,E7,False,
46,4,35,E7,False,
47,1,40,Aj7,False,
47,2,50,Aj7,True,42
47,3,44,Bb7,False,
47,4,47,Bb7,False,
48,1,51,Aj7,True,40
48,2,40,Aj7,False,
48,3,45,D7,False,
48,4,51,D7,False,
49,1,50,G79,False,
49,2,50,G79,False,
49,3,42,G79,False,
49,4,35,G79,True,42
50,1,41,Csus7913,False,
50,2,38,Csus7913,False,
50,3,43,C7913,False,
50,4,37,C7913,False,
51,1,40,Fj7,True,37
51,2,48,Fj7,False,
51,3,47,Fj7,False,
51,4,45,Fj7,False,
52,1,43,Fj7,False,
52,2,49,Fj7,True,40
52,3,38,Fj7,False,
52,4,39,Fj7,False,
53,1,40,A-7,False,
53,2,41,A-7,False,
53,3,45,A-7,True,43
53,4,45,A-7,False,
54,1,43,D7,True,45
54,2,48,D7,False,
54,3,40,D7,True,49
54,4,38,D7,False,
55,1,38,G7,False,
55,2,38,G7,False,
55,3,45,G7,True,50
55,4,52,G7,True,45
56,1,40,G-7,True,48
56,2,45,G-7,False,
56,3,47,C7,False,
56,4,43,C7,False,
57,1,50,F6,True,48
57,2,40,F6,False,
57,3,40,F7/A,True,45
57,4,43,F7/A,False,
58,1,38,Bb,True,41
58,2,44,Bb,True,41
58,3,42,Bo,False,
58,4,52,Bo,True,42
59,1,37,F6/C,True,43
59,2,43,F6/C,False,
59,3,38,Bb7913,True,44
59,4,44,Bb7913,False,
60,1,45,A-7,False,
60,2,45,A-7,False,
60,3,47,D7,False,
60,4,37,D7,True,49
61,1,50,G-7,False,
61,2,51,G-7,False,
61,3,52,G-7,False,
61,4,51,G-7,False,
62,1,50,C7913,False,
