bar,beat,note,chord,replaced,original_value
1,1,50,G-6,False,
1,2,37,G-6,False,
1,3,49,G-6,True,37
1,4,40,G-6,True,37
2,1,45,Eb7,True,37
2,2,42,Eb7,False,
2,3,45,D7,False,
2,4,45,D7,False,
3,1,43,G-6,True,50
3,2,43,G-6,False,
3,3,37,G-6,False,
3,4,42,G-6,False,
4,1,39,Eb7,True,42
4,2,42,Eb7,False,
4,3,42,D7,False,
4,4,41,D7,False,
5,1,45,G-6,False,
5,2,47,G-6,False,
5,3,47,G-6,False,
5,4,40,G-6,False,
6,1,45,Eb7,False,
6,2,47,Eb7,False,
6,3,47,D7,False,
6,4,44,D7,True,49
7,1,50,G-6,False,
7,2,40,G-6,False,
7,3,41,G-6,False,
7,4,37,G-6,False,
8,1,42,Am7b5,False,
8,2,42,Am7b5,False,
8,3,43,D7,False,
8,4,45,D7,False,
9,1,42,G-6,False,
9,2,42,G-6,False,
9,3,37,G-6,False,
9,4,39,G-6,True,37
10,1,47,Eb7,True,47
10,2,37,Eb7,True,42
10,3,38,D7,False,
10,4,46,D7,True,47
11,1,47,G-6,False,
11,2,48,G-6,False,
11,3,42,G-6,False,
11,4,50,G-6,True,48
12,1,42,Eb7,False,
12,2,42,Eb7,False,
12,3,42,D7,False,
12,4,47,D7,False,
13,1,42,G-6,False,
13,2,38,G-6,False,
13,3,48,G-6,False,
13,4,42,G-6,False,
14,1,42,Eb7,False,
14,2,42,Eb7,False,
14,3,44,D7,True,37
14,4,40,D7,True,48
15,1,48,G-6,False,
15,2,44,G-6,True,45
15,3,38,G-6,True,45
15,4,45,G-6,False,
16,1,42,F-7,False,
16,2,45,F-7,False,
16,3,42,Bb7,True,42
16,4,42,Bb7,False,
17,1,37,Ebj7,False,
17,2,50,Ebj7,True,37
17,3,40,F-7,False,
17,4,45,F-7,False,
18,1,50,G-7,False,
18,2,45,G-7,False,
18,3,43,F-7,False,
18,4,42,F-7,False,
19,1,42,Ebj7,False,
19,2,50,Ebj7,False,
19,3,46,F-7,True,48
19,4,41,F-7,False,
20,1,42,G-7,False,
20,2,49,G-7,False,
20,3,49,F-7,False,
20,4,49,F-7,False,
21,1,49,Ebj7,False,
21,2,42,Ebj7,False,
21,3,42,F-7,False,
21,4,42,F-7,False,
22,1,42,G7,False,
22,2,42,G7,False,
22,3,42,C7,False,
22,4,42,C7,False,
23,1,44,F7,True,42
23,2,42,F7,False,
23,3,49,Bb7,False,
23,4,50,Bb7,False,
24,1,43,A79b,True,40
24,2,50,A79b,True,40
24,3,33,D+7,False,
24,4,37,D+7,True,33
25,1,41,G-6,False,
25,2,41,G-6,False,
25,3,37,G-6,True,40
25,4,41,G-6,True,45
26,1,37,Eb7,True,47
26,2,48,Eb7,False,
26,3,49,D7,False,
26,4,33,D7,False,
27,1,50,G-6,False,
27,2,40,G-6,False,
27,3,41,G-6,False,
27,4,42,G-6,False,
28,1,37,Eb7,False,
28,2,40,Eb7,False,
28,3,45,D7,False,
28,4,49,D7,True,33
29,1,37,G-6,False,
