bar,beat,note,chord,replaced,original_value
1,1,45,Dj7,False,
1,2,40,Dj7,True,45
1,3,52,Dj7,False,
1,4,34,Dj7,True,40
2,1,45,Dj7,False,
2,2,48,Dj7,True,45
2,3,50,Dj7,True,45
2,4,52,Dj7,False,
3,1,34,Ebj7,False,
3,2,34,Ebj7,False,
3,3,45,Ebj7,True,34
3,4,34,Ebj7,False,
4,1,50,Ebj7,True,34
4,2,52,Ebj7,True,34
4,3,34,Ebj7,False,
4,4,48,Ebj7,False,
5,1,48,F7,False,
5,2,48,F7,False,
5,3,50,F7,True,48
5,4,39,F7,True,48
6,1,35,F7,True,48
6,2,36,F7,True,48
6,3,48,F7,False,
6,4,51,F7,True,37
7,1,41,Bbj7,False,
7,2,49,Bbj7,True,41
7,3,41,Bbj7,False,
7,4,41,Bbj7,False,
8,1,42,Bbj7,False,
8,2,47,Bbj7,True,42
8,3,42,Bbj7,False,
8,4,37,Bbj7,True,37
9,1,52,A-7,False,
9,2,51,A-7,True,37
9,3,37,A-7,False,
9,4,37,A-7,False,
10,1,44,D7,False,
10,2,45,D7,False,
10,3,40,D7,True,45
10,4,45,D7,False,
11,1,45,Gj7,True,50
11,2,50,Gj7,False,
11,3,50,Gj7,False,
11,4,45,Gj7,True,50
12,1,50,Gj7,True,38
12,2,37,Gj7,True,50
12,3,46,Gj7,True,50
12,4,38,Gj7,False,
13,1,40,B-7,True,50
13,2,48,B-7,True,50
13,3,50,B-7,False,
13,4,38,B-7,False,
14,1,46,E7,True,38
14,2,46,E7,True,50
14,3,41,E7,True,50
14,4,50,E7,False,
15,1,46,F-7,True,47
15,2,47,F-7,False,
15,3,42,Bb7,True,47
15,4,34,Bb7,True,47
16,1,52,E-7,False,
16,2,52,E-7,False,
16,3,46,A7,True,42
16,4,37,A7,False,
17,1,45,Dj7,False,
17,2,44,Dj7,True,45
17,3,39,Dj7,True,45
17,4,41,Dj7,True,45
18,1,42,Dj7,True,33
18,2,50,Dj7,True,45
18,3,33,Dj7,False,
18,4,37,Dj7,False,
19,1,34,Ebj7,False,
19,2,34,Ebj7,False,
19,3,41,Ebj7,True,34
19,4,38,Ebj7,True,34
20,1,45,Ebj7,True,34
20,2,34,Ebj7,False,
20,3,34,Ebj7,False,
20,4,38,Ebj7,True,42
21,1,47,F7,True,48
21,2,48,F7,False,
21,3,46,F7,True,48
21,4,43,F7,False,
22,1,47,F7,True,43
22,2,48,F7,False,
22,3,45,F7,True,48
22,4,33,F7,True,37
23,1,44,Ab7,True,41
23,2,33,Ab7,True,41
23,3,41,Ab7,False,
23,4,41,Ab7,False,
24,1,50,G7,False,
24,2,50,G7,False,
24,3,46,G7,True,50
24,4,38,G7,False,
25,1,51,Em7b5,True,43
25,2,34,Em7b5,True,43
25,3,35,Em7b5,True,43
25,4,43,Em7b5,False,
26,1,40,A7,True,40
26,2,40,A7,False,
26,3,40,A7,False,
26,4,49,A7,True,40
27,1,46,F-7,True,45
27,2,45,F-7,False,
27,3,45,F-7,False,
27,4,52,F-7,True,45
28,1,37,Bb7,True,45
28,2,45,Bb7,False,
28,3,34,Bb7,True,45
28,4,45,Bb7,False,
29,1,43,E-7,True,47
29,2,35,E-7,True,35
29,3,37,E-7,True,35
29,4,46,E-7,True,35
30,1,48,A7,True,40
30,2,40,A7,False,
30,3,40,A7,False,
30,4,40,A7,False,
31,1,49,Dj7,True,45
31,2,45,Dj7,False,
31,3,33,Dj7,True,40
31,4,37,Dj7,True,40
32,1,42,Dj7,True,40
32,2,40,Dj7,False,
32,3,40,Dj7,False,
32,4,45,Dj7,True,42
33,1,45,Dj7,False,
33,2,48,Dj7,True,45
33,3,52,Dj7,False,
33,4,47,Dj7,True,45
