bar,beat,note,chord,replaced,original_value
1,1,44,C6,True,37
1,2,42,C6,False,
1,3,52,C6,False,
1,4,39,C6,True,42
2,1,42,D7911#,True,37
2,2,47,D7911#,True,50
2,3,52,D7911#,False,
2,4,37,D7911#,True,42
3,1,48,D-7,False,
3,2,48,D-7,False,
3,3,52,G79b,True,52
3,4,50,G79b,False,
4,1,47,C6,False,
4,2,42,Eb7,False,
4,3,45,D7,False,
4,4,49,Db7,True,44
5,1,37,C6,False,
5,2,40,C6,True,50
5,3,49,C6,True,50
5,4,52,C6,False,
6,1,52,D7911#,True,47
6,2,37,D7911#,True,50
6,3,42,D7911#,True,47
6,4,47,D7911#,True,52
7,1,48,D-7,True,48
7,2,48,D-7,False,
7,3,38,G79b,False,
7,4,51,G79b,False,
8,1,42,C6,False,
8,2,50,C6,False,
8,3,37,C6,False,
8,4,50,C6,False,
9,1,39,G-7,True,41
9,2,38,G-7,True,50
9,3,43,C79b,True,41
9,4,50,C79b,True,44
10,1,50,Fj7,False,
10,2,48,Fj7,False,
10,3,50,B7,True,50
10,4,50,B7,False,
11,1,42,E-7,False,
11,2,47,E-7,True,48
11,3,42,A-7,False,
11,4,46,A-7,True,52
12,1,50,D-7,True,37
12,2,37,D-7,False,
12,3,50,G7,False,
12,4,38,Db7,True,50
13,1,37,C6,False,
13,2,37,C6,False,
13,3,42,C6,True,52
13,4,42,C6,False,
14,1,51,D7911#,True,38
14,2,48,D7911#,False,
14,3,37,D7911#,False,
14,4,37,D7911#,False,
15,1,37,D-7,False,
15,2,37,D-7,False,
15,3,38,G79b,False,
15,4,38,G79b,False,
16,1,37,C6,False,
16,2,38,C6,False,
16,3,38,C6,False,
16,4,38,C6,True,42
17,1,37,C6,False,
17,2,47,C6,True,50
17,3,37,C6,False,
17,4,49,C6,True,38
18,1,52,D7911#,False,
18,2,39,D7911#,True,50
18,3,42,D7911#,False,
18,4,48,D7911#,True,47
19,1,45,D-7,True,48
19,2,47,D-7,True,48
19,3,50,G79b,True,50
19,4,52,G79b,False,
20,1,47,C6,False,
20,2,42,Eb7,False,
20,3,45,D7,True,37
20,4,50,Db7,False,
21,1,51,C6,True,37
21,2,52,C6,True,38
21,3,42,C6,False,
21,4,38,C6,True,50
22,1,52,D7911#,False,
22,2,42,D7911#,False,
22,3,41,D7911#,False,
22,4,42,D7911#,False,
23,1,42,D-7,False,
23,2,52,D-7,False,
23,3,51,G79b,True,50
23,4,51,G79b,False,
24,1,45,C6,True,42
24,2,50,C6,False,
24,3,50,C6,False,
24,4,48,C6,True,50
25,1,39,G-7,True,50
25,2,50,G-7,True,50
25,3,41,C79b,False,
25,4,44,C79b,False,
26,1,37,Fj7,False,
26,2,38,Fj7,True,37
26,3,52,B7,True,48
26,4,49,B7,True,38
27,1,42,E-7,False,
27,2,39,E-7,True,37
27,3,42,A-7,False,
27,4,52,A-7,False,
28,1,45,D-7,True,42
28,2,48,D-7,False,
28,3,51,G7,False,
28,4,38,Db7,False,
29,1,41,C6,True,43
29,2,51,C6,True,50
29,3,38,C6,True,37
29,4,39,C6,True,52
30,1,52,D7911#,False,
30,2,42,D7911#,False,
30,3,37,D7911#,False,
30,4,52,D7911#,False,
31,1,38,D-7,True,48
31,2,48,D-7,False,
31,3,49,G79b,True,38
31,4,38,G79b,False,
32,1,42,C6,True,37
32,2,50,C6,False,
32,3,37,C6,False,
32,4,44,C6,True,50
33,1,42,C6,False,
33,2,41,C6,True,52
