bar,beat,note,chord,replaced,original_value
1,1,34,Bb7,True,40
1,2,44,NC,False,
1,3,48,NC,True,37
1,4,47,NC,False,
2,1,37,Eb7,False,
2,2,34,Eb7,True,37
2,3,34,Eb7,True,37
2,4,34,Eb7,True,37
3,1,38,Bb7,True,38
3,2,37,Bb7,False,
3,3,39,Bb7,True,48
3,4,37,Bb7,False,
4,1,52,Bb7,True,50
4,2,42,Bb7,True,37
4,3,49,Bb7,True,37
4,4,39,Bb7,True,37
5,1,37,Eb7,False,
5,2,50,Eb7,True,37
5,3,39,Eb7,True,44
5,4,37,Eb7,False,
6,1,43,Eb7,True,50
6,2,51,Eb7,True,50
6,3,42,Eb7,False,
6,4,49,Eb7,False,
7,1,49,Bb7,True,48
7,2,43,Bb7,True,45
7,3,45,Bb7,False,
7,4,47,Bb7,False,
8,1,47,D-7,True,48
8,2,34,D-7,False,
8,3,36,G7,True,45
8,4,42,G7,False,
9,1,43,C-7,False,
9,2,45,C-7,False,
9,3,34,C-7,False,
9,4,47,C-7,False,
10,1,35,F7,True,48
10,2,50,F7,False,
10,3,51,F7,False,
10,4,49,F7,True,37
11,1,38,Bb7,True,37
11,2,45,Bb7,False,
11,3,50,Bb7,False,
11,4,36,Bb7,True,42
12,1,43,C-7,False,
12,2,42,C-7,True,42
12,3,36,F7,True,37
12,4,39,F7,True,43
13,1,42,Bb7,False,
13,2,45,Bb7,True,37
13,3,37,Bb7,False,
13,4,49,Bb7,False,
14,1,48,Eb7,False,
14,2,38,Eb7,True,49
14,3,49,Eb7,False,
14,4,37,Eb7,True,49
15,1,41,Bb7,False,
15,2,40,Bb7,True,43
15,3,45,Bb7,False,
15,4,34,Bb7,False,
16,1,48,Bb7,False,
16,2,51,Bb7,False,
16,3,37,Bb7,False,
16,4,41,Bb7,True,47
17,1,34,Eb7,False,
17,2,39,Eb7,True,50
17,3,48,Eb7,False,
17,4,51,Eb7,False,
18,1,36,Eb7,True,50
18,2,34,Eb7,False,
18,3,47,Eb7,False,
18,4,51,Eb7,True,50
19,1,48,Bb7,False,
19,2,49,Bb7,True,45
19,3,50,Bb7,False,
19,4,48,Bb7,True,37
20,1,41,D-7,True,52
20,2,39,D-7,True,51
20,3,50,G7,False,
20,4,44,G7,False,
21,1,49,C-7,True,43
21,2,35,C-7,True,45
21,3,43,C-7,True,45
21,4,48,C-7,True,47
22,1,48,F7,False,
22,2,50,F7,False,
22,3,51,F7,False,
22,4,48,F7,True,37
23,1,37,Bb7,False,
23,2,48,Bb7,True,45
23,3,50,Bb7,False,
23,4,43,Bb7,True,50
24,1,43,C-7,True,37
24,2,49,C-7,False,
24,3,48,F7,False,
24,4,37,F7,True,37
25,1,50,Bb7,False,
25,2,37,Bb7,True,37
25,3,37,Bb7,False,
25,4,37,Bb7,False,
26,1,37,Eb7,False,
26,2,44,Eb7,True,49
26,3,48,Eb7,False,
26,4,47,Eb7,False,
27,1,50,Bb7,False,
27,2,37,Bb7,False,
27,3,39,Bb7,True,38
27,4,37,Bb7,False,
28,1,37,Bb7,True,37
28,2,37,Bb7,False,
28,3,37,Bb7,False,
28,4,50,Bb7,False,
29,1,35,Eb7,True,37
29,2,49,Eb7,True,37
29,3,44,Eb7,False,
29,4,37,Eb7,True,37
30,1,50,Eb7,False,
30,2,34,Eb7,True,42
30,3,37,Eb7,False,
30,4,49,Eb7,False,
31,1,48,Bb7,False,
31,2,45,Bb7,False,
31,3,45,Bb7,False,
31,4,48,Bb7,True,47
32,1,48,D-7,False,
32,2,40,D-7,False,
32,3,42,G7,True,45
32,4,49,G7,True,42
33,1,51,C-7,True,43
33,2,50,C-7,False,
33,3,34,C-7,False,
33,4,44,C-7,False,
34,1,43,F7,True,37
34,2,36,F7,True,50
34,3,42,F7,False,
34,4,34,F7,True,42
35,1,41,Bb7,False,
35,2,37,Bb7,False,
35,3,38,Bb7,True,49
35,4,46,Bb7,True,37
36,1,47,C-7,False,
36,2,35,C-7,True,49
36,3,48,F7,True,49
36,4,37,F7,False,
37,1,47,Bb7,True,41
37,2,42,Bb7,False,
37,3,42,Bb7,False,
37,4,45,Bb7,False,
38,1,47,Eb7,False,
38,2,51,Eb7,True,47
38,3,48,Eb7,False,
38,4,37,Eb7,False,
39,1,37,Bb7,False,
39,2,52,Bb7,True,52
39,3,51,Bb7,False,
39,4,50,Bb7,False,
40,1,48,Bb7,True,43
40,2,42,Bb7,False,
40,3,42,Bb7,False,
40,4,47,Bb7,False,
41,1,34,Eb7,False,
41,2,48,Eb7,True,50
41,3,37,Eb7,True,48
41,4,51,Eb7,False,
42,1,50,Cm7b5,False,
42,2,47,Cm7b5,False,
42,3,47,F79b,False,
42,4,42,F79b,True,50
43,1,48,Bb7,False,
43,2,43,Bb7,True,45
43,3,47,Bb7,False,
43,4,47,Bb7,False,
44,1,45,D-7,True,48
44,2,37,D-7,False,
44,3,47,G7,True,45
44,4,42,G7,False,
45,1,39,C-7,True,43
45,2,45,C-7,True,50
45,3,34,C-7,True,50
45,4,36,C-7,True,50
