bar,beat,note,chord,replaced,original_value
1,1,47,Eb-7,True,41
1,2,37,Eb-7,True,34
1,3,33,B79b,True,42
1,4,47,B79b,True,41
2,1,34,Eb-7,False,
2,2,44,Eb-7,True,34
2,3,46,D7,True,52
2,4,42,D7,True,33
3,1,51,Dbj7,False,
3,2,34,Dbj7,True,32
3,3,40,Gb7,True,37
3,4,46,Gb7,True,37
4,1,48,F-7,True,48
4,2,37,F-7,True,48
4,3,47,Eo7,False,
4,4,43,Eo7,True,47
5,1,34,Eb-7,True,34
5,2,43,Eb-7,True,34
5,3,44,Eb-7,True,42
5,4,43,Eb-7,True,37
6,1,47,Cm7b5,True,37
6,2,45,Cm7b5,True,43
6,3,49,F7,True,48
6,4,43,F7,True,48
7,1,37,Bb-7,False,
7,2,49,Eb7,True,42
7,3,37,Eb-7,True,51
7,4,43,Ab7,True,51
8,1,48,Db6,True,51
8,2,47,Db6,True,51
8,3,36,Bb7,True,41
8,4,51,Bb7,True,42
9,1,41,Eb-7,False,
9,2,52,Eb-7,True,37
9,3,45,Bb79b,True,34
9,4,38,Bb79b,True,42
10,1,48,Eb-7,True,45
10,2,42,Eb-7,False,
10,3,42,D7,True,33
10,4,36,D7,True,33
11,1,44,Dbj7,False,
11,2,32,Dbj7,False,
11,3,37,Gb7,True,44
11,4,39,Gb7,True,42
12,1,42,F-7,False,
12,2,44,F-7,True,37
12,3,33,Eo7,True,42
12,4,48,Eo7,True,42
13,1,51,Eb-7,True,41
13,2,33,Eb-7,False,
13,3,44,Eb-7,False,
13,4,39,Eb-7,True,42
14,1,43,Cm7b5,False,
14,2,52,Cm7b5,True,37
14,3,51,F7,True,48
14,4,46,F7,True,48
15,1,50,Bb-7,True,37
15,2,38,Eb7,True,33
15,3,51,Eb-7,False,
15,4,51,Ab7,False,
16,1,41,Db,True,51
16,2,42,Db,True,51
16,3,43,A7,True,47
16,4,36,A7,True,47
17,1,52,Dj7,False,
17,2,38,Dj7,True,52
17,3,42,E-7,True,52
17,4,34,E-7,True,38
18,1,49,D/F#,True,52
18,2,38,D/F#,True,52
18,3,33,G-7,True,50
18,4,40,C7,True,42
