bar,beat,note,chord,replaced,original_value
1,1,41,Fj7,True,40
1,2,40,Fj7,True,43
1,3,40,Fj7,True,44
1,4,45,Fj7,False,
2,1,48,G-7,True,38
2,2,38,G-7,False,
2,3,42,C7,True,40
2,4,39,C7,True,44
3,1,44,A-7,True,43
3,2,43,A-7,True,43
3,3,43,A-7,True,40
3,4,37,A-7,True,44
4,1,44,G-7,True,40
4,2,40,G-7,False,
4,3,48,C7,True,44
4,4,43,C7,False,
5,1,38,F7,False,
5,2,41,F7,True,41
5,3,45,F7,True,38
5,4,42,F7,True,38
6,1,50,Bbj7,True,43
6,2,45,Bbj7,True,40
6,3,39,Bbj7,True,38
6,4,37,Bbj7,False,
7,1,44,G-7,False,
7,2,44,G-7,False,
7,3,41,C7,True,44
7,4,42,C7,True,44
8,1,37,Fj7,True,44
8,2,50,Fj7,True,41
8,3,47,Fj7,True,38
8,4,38,Fj7,True,38
9,1,51,Fj7,False,
9,2,48,Fj7,True,38
9,3,38,Fj7,False,
9,4,38,Fj7,False,
10,1,41,G-7,True,40
10,2,50,G-7,True,43
10,3,39,C7,True,44
10,4,49,C7,True,50
11,1,43,A-7,False,
11,2,44,A-7,True,38
11,3,49,A-7,True,44
11,4,50,A-7,True,51
12,1,43,G-7,True,50
12,2,44,G-7,True,41
12,3,49,C7,True,43
12,4,41,C7,False,
13,1,44,F7,True,38
13,2,43,F7,False,
13,3,43,F7,False,
13,4,46,F7,True,42
14,1,37,Bbj7,True,38
14,2,41,Bbj7,False,
14,3,41,Bbj7,True,41
14,4,43,Bbj7,True,44
15,1,41,G-7,True,43
15,2,40,G-7,False,
15,3,37,C7,True,51
15,4,51,C7,False,
16,1,46,Fj7,True,48
16,2,50,Fj7,False,
16,3,47,Fj7,True,38
16,4,47,Fj7,True,40
17,1,38,Bb-7,True,38
17,2,50,Bb-7,True,41
17,3,37,Bb-7,False,
17,4,39,Bb-7,True,41
18,1,40,Aj7,False,
18,2,39,Aj7,True,38
18,3,40,Aj7,True,38
18,4,38,Aj7,False,
19,1,42,Ab-7,True,50
19,2,47,Ab-7,True,51
19,3,43,Ab-7,True,38
19,4,51,Ab-7,False,
20,1,45,Gj7,True,51
20,2,50,Gj7,True,38
20,3,38,Gj7,False,
20,4,42,Gj7,True,37
21,1,45,Gbj7,True,50
21,2,40,Gbj7,True,48
21,3,48,Gbj7,True,44
21,4,44,Gbj7,False,
22,1,40,F7,True,37
22,2,46,F7,True,37
22,3,48,D7,True,44
22,4,41,D7,True,51
23,1,49,G-7,True,50
23,2,44,G-7,True,52
23,3,46,G-7,True,41
23,4,49,G-7,True,50
24,1,43,C7,False,
24,2,43,C7,True,41
24,3,46,C7,True,38
24,4,38,C7,True,38
25,1,49,Fj7,True,40
25,2,45,Fj7,True,41
25,3,48,Fj7,True,38
25,4,38,Fj7,False,
26,1,41,G-7,True,44
26,2,43,G-7,False,
26,3,51,C7,False,
26,4,46,C7,True,40
27,1,40,A-7,False,
27,2,44,A-7,True,51
27,3,50,A-7,True,44
27,4,39,A-7,True,51
28,1,37,G-7,True,50
28,2,40,G-7,False,
28,3,44,C7,True,43
28,4,40,C7,True,41
29,1,49,F7,True,51
29,2,42,F7,True,52
29,3,46,F7,True,44
29,4,44,F7,True,38
30,1,37,Bbj7,True,44
30,2,43,Bbj7,False,
30,3,49,Bbj7,True,38
30,4,49,Bbj7,True,40
31,1,42,G-7,True,43
31,2,43,G-7,True,41
31,3,45,C7,True,38
31,4,50,C7,True,51
32,1,44,Fj7,True,38
32,2,42,Fj7,True,44
32,3,48,Fj7,True,44
32,4,44,Fj7,False,
33,1,43,Fj7,True,44
33,2,46,Fj7,True,38
