bar,beat,note,chord,replaced,original_value
1,1,41,D-,True,45
1,2,45,D-,True,43
1,3,40,D-,True,42
1,4,46,D-,True,41
2,1,41,D-,True,40
2,2,49,D-,True,50
2,3,49,D-,True,47
2,4,50,D-,True,40
3,1,50,D-,True,45
3,2,37,D-,True,47
3,3,37,D-,True,48
3,4,45,D-,True,51
4,1,47,D-,True,44
4,2,42,D-,True,44
4,3,47,D-,True,43
4,4,44,D-,True,41
5,1,46,D-,True,37
5,2,52,D-,True,50
5,3,45,D-,True,48
5,4,49,D-,True,47
6,1,44,D-,True,45
6,2,41,D-,True,43
6,3,49,D-,True,42
6,4,43,D-,True,41
7,1,43,D-,True,40
7,2,45,D-,True,50
7,3,50,D-,True,47
7,4,51,D-,True,40
8,1,43,D-,True,45
8,2,46,D-,True,47
8,3,49,D-,True,48
8,4,38,D-,True,51
9,1,51,D-,True,44
9,2,47,D-,True,44
9,3,43,D-,True,43
9,4,37,D-,True,41
10,1,42,D-,True,50
10,2,42,D-,True,50
10,3,49,D-,True,48
10,4,49,D-,True,47
11,1,44,D-,True,45
11,2,37,D-,True,43
11,3,42,D-,True,42
11,4,43,D-,True,41
12,1,42,D-,True,40
12,2,51,D-,True,38
12,3,47,D-,True,47
12,4,49,D-,True,40
13,1,40,D-,True,45
13,2,41,D-,True,47
13,3,37,D-,True,48
13,4,48,D-,True,51
14,1,37,D-,True,43
14,2,45,D-,True,44
14,3,45,D-,True,37
14,4,44,D-,True,32
15,1,45,D-,True,44
15,2,46,D-,True,44
15,3,51,D-,True,43
15,4,38,D-,True,41
16,1,43,D-,True,52
16,2,43,D-,True,50
16,3,37,D-,True,48
16,4,39,D-,True,47
17,1,45,Eb-,True,45
17,2,38,Eb-,True,43
17,3,52,Eb-,True,43
17,4,42,Eb-,True,48
18,1,42,Eb-,True,51
18,2,46,Eb-,True,43
18,3,46,Eb-,True,44
18,4,48,Eb-,True,42
19,1,42,Eb-,True,41
19,2,50,Eb-,True,52
19,3,52,Eb-,True,51
19,4,43,Eb-,True,49
20,1,38,Eb-,True,48
20,2,44,Eb-,True,42
20,3,49,Eb-,True,43
20,4,43,Eb-,True,42
21,1,38,Eb-,True,44
21,2,48,Eb-,True,48
21,3,50,Eb-,True,49
21,4,40,Eb-,True,50
22,1,42,Eb-,True,50
22,2,40,Eb-,True,51
22,3,40,Eb-,True,44
22,4,39,Eb-,True,43
23,1,51,Eb-,True,32
23,2,39,Eb-,True,43
23,3,41,Eb-,True,44
23,4,38,Eb-,True,43
24,1,52,Eb-,True,37
24,2,43,Eb-,True,52
24,3,37,Eb-,True,51
24,4,40,Eb-,True,47
25,1,46,D-,True,33
25,2,47,D-,True,43
25,3,48,D-,True,42
25,4,37,D-,True,41
26,1,41,D-,True,40
26,2,46,D-,True,38
26,3,49,D-,True,47
26,4,52,D-,True,40
27,1,40,D-,True,45
27,2,43,D-,True,47
27,3,47,D-,True,48
27,4,44,D-,True,51
28,1,43,D-,True,44
28,2,47,D-,True,37
28,3,42,D-,True,32
28,4,37,D-,True,43
29,1,44,D-,True,44
29,2,44,D-,True,44
29,3,42,D-,True,43
29,4,42,D-,True,41
30,1,49,D-,True,52
30,2,38,D-,True,50
30,3,38,D-,True,48
30,4,43,D-,True,47
31,1,43,D-,True,45
31,2,48,D-,True,43
31,3,38,D-,True,42
31,4,45,D-,True,41
32,1,46,D-,True,40
32,2,42,D-,True,42
32,3,49,D-,True,47
32,4,39,D-,True,40
33,1,44,D-,True,45
33,2,45,D-,True,33
33,3,48,D-,True,33
33,4,44,D-,True,45
34,1,44,D-,True,32
34,2,43,D-,True,33
34,3,49,D-,True,33
34,4,52,D-,True,45
35,1,47,D-,True,33
35,2,51,D-,True,33
35,3,50,D-,True,33
35,4,48,D-,True,45
36,1,41,D-,True,32
36,2,49,D-,True,45
36,3,52,D-,True,33
36,4,48,D-,True,45
37,1,42,D-,True,33
37,2,38,D-,True,45
37,3,45,D-,True,33
37,4,48,D-,True,45
38,1,45,D-,True,32
38,2,41,D-,True,45
