bar,beat,note,chord,replaced,original_value
1,1,39,G-7,True,44
1,2,44,G-7,True,47
1,3,51,G-7,True,41
1,4,51,G-7,True,50
2,1,43,C7,True,43
2,2,45,C7,True,44
2,3,41,C7,True,44
2,4,47,C7,True,44
3,1,49,G-7,True,37
3,2,43,G-7,True,44
3,3,44,G-7,True,44
3,4,41,G-7,True,50
4,1,51,C7,True,41
4,2,39,C7,True,51
4,3,51,C7,True,49
4,4,37,C7,True,47
5,1,45,F7,True,48
5,2,47,F7,True,40
5,3,45,F7,True,45
5,4,49,F7,True,48
6,1,50,Bbj7,True,41
6,2,46,Bbj7,True,48
6,3,44,Eb7,True,41
6,4,46,Eb7,True,34
7,1,49,Cj7,True,51
7,2,51,Cj7,True,44
7,3,45,G7,True,49
7,4,40,G7,True,42
8,1,46,C6,True,47
8,2,45,C6,True,45
8,3,50,C6,True,38
8,4,39,C6,True,43
9,1,38,G-7,True,43
9,2,42,G-7,True,42
9,3,41,G-7,True,47
9,4,40,G-7,True,42
10,1,46,C7,True,47
10,2,42,C7,True,47
10,3,48,C7,True,42
10,4,51,C7,True,47
11,1,42,G-7,True,43
11,2,47,G-7,True,42
11,3,50,G-7,True,47
11,4,38,G-7,True,40
12,1,50,C7,True,41
12,2,49,C7,True,47
12,3,43,C7,True,34
12,4,38,C7,True,40
13,1,45,F7,True,49
13,2,42,F7,True,40
13,3,40,F7,True,43
13,4,41,F7,True,48
14,1,37,Bbj7,True,41
14,2,45,Bbj7,True,41
14,3,50,Eb7,True,45
14,4,38,Eb7,True,48
15,1,41,Cj7,True,47
15,2,40,Cj7,True,50
15,3,51,G7,True,45
15,4,40,G7,True,42
16,1,41,C6,True,43
16,2,42,C6,True,47
16,3,46,C6,True,40
16,4,40,C6,True,43
17,1,45,F-7,True,48
17,2,50,F-7,True,50
17,3,39,Bb7,True,51
17,4,49,Bb7,True,48
18,1,38,Cj7,True,47
18,2,49,Cj7,True,50
18,3,48,Cj7,True,43
18,4,50,Cj7,True,44
19,1,40,F-7,True,38
19,2,40,F-7,True,43
19,3,37,Bb7,True,41
19,4,38,Bb7,True,51
20,1,48,Cj7,True,50
20,2,40,Cj7,True,48
20,3,45,Cj7,True,47
20,4,40,Cj7,True,50
21,1,44,Ab-7,True,51
21,2,43,Ab-7,True,34
21,3,47,Db7,True,42
21,4,44,Db7,True,42
22,1,48,Ebj7,True,34
22,2,51,Ebj7,True,41
22,3,38,Ebj7,True,34
22,4,48,Ebj7,True,42
23,1,49,Eb-7,True,42
23,2,40,Eb-7,True,37
23,3,39,Ab7,True,37
23,4,46,Ab7,True,40
24,1,50,D-7,True,38
24,2,44,D-7,True,40
24,3,40,G7,True,41
24,4,37,G7,True,42
25,1,46,G-7,True,43
25,2,50,G-7,True,42
25,3,37,G-7,True,41
25,4,45,G-7,True,42
26,1,50,C7,True,43
26,2,49,C7,True,47
26,3,44,C7,True,41
26,4,38,C7,True,41
27,1,50,G-7,True,37
27,2,40,G-7,True,51
27,3,51,G-7,True,51
27,4,42,G-7,True,37
28,1,51,C7,True,41
28,2,51,C7,True,50
28,3,46,C7,True,45
28,4,37,C7,True,43
29,1,47,F7,True,37
29,2,41,F7,True,40
29,3,37,F7,True,43
29,4,39,F7,True,48
30,1,45,Bbj7,True,41
30,2,43,Bbj7,True,45
30,3,47,Eb7,True,41
30,4,37,Eb7,True,33
31,1,41,Cj7,True,47
31,2,51,Cj7,True,50
31,3,37,G7,True,50
31,4,42,G7,True,37
32,1,50,C6,True,50
32,2,44,C6,True,45
32,3,43,C6,True,41
32,4,49,C6,True,42
33,1,44,G-7,True,43
33,2,50,G-7,True,43
33,3,45,G-7,True,41
33,4,40,G-7,True,40
34,1,45,C7,True,38
34,2,39,C7,True,47
34,3,49,C7,True,37
34,4,37,C7,True,40
35,1,49,G-7,True,43
35,2,41,G-7,True,47
35,3,40,G-7,True,41
35,4,44,G-7,True,50
36,1,37,C7,True,43
36,2,45,C7,True,44
36,3,40,C7,True,44
36,4,39,C7,True,37
37,1,41,F7,True,38
37,2,38,F7,True,37
37,3,45,F7,True,38
37,4,49,F7,True,37
38,1,46,Bbj7,True,47
38,2,42,Bbj7,True,37
38,3,45,Eb7,True,37
38,4,46,Eb7,True,34
39,1,45,Cj7,True,44
39,2,42,Cj7,True,45
39,3,43,G7,True,50
39,4,43,G7,True,42
40,1,40,C6,True,43
40,2,46,C6,True,47
40,3,51,C6,True,38
40,4,47,C6,True,42
41,1,44,G-7,True,43
41,2,46,G-7,True,44
41,3,50,G-7,True,43
41,4,44,G-7,True,42
42,1,38,C7,True,41
42,2,39,C7,True,41
42,3,51,C7,True,41
42,4,38,C7,True,42
43,1,45,G-7,True,43
43,2,43,G-7,True,43
43,3,42,G-7,True,44
43,4,41,G-7,True,42
44,1,47,C7,True,41
44,2,40,C7,True,41
44,3,51,C7,True,42
44,4,40,C7,True,43
45,1,46,F7,True,48
45,2,49,F7,True,43
45,3,39,F7,True,48
45,4,48,F7,True,40
46,1,47,Bbj7,True,41
46,2,43,Bbj7,True,41
46,3,45,Eb7,True,34
46,4,48,Eb7,True,40
47,1,42,Cj7,True,41
47,2,47,Cj7,True,42
47,3,49,G7,True,43
47,4,44,G7,True,45
48,1,40,C6,True,43
48,2,39,C6,True,47
48,3,48,C6,True,40
48,4,41,C6,True,43
49,1,51,F-7,True,48
49,2,45,F-7,True,34
49,3,40,Bb7,True,45
49,4,39,Bb7,True,44
50,1,41,Cj7,True,44
50,2,38,Cj7,True,47
50,3,44,Cj7,True,37
50,4,37,Cj7,True,37
51,1,48,F-7,True,50
51,2,37,F-7,True,45
51,3,46,Bb7,True,48
51,4,38,Bb7,True,47
52,1,48,Cj7,True,47
52,2,50,Cj7,True,50
52,3,49,Cj7,True,37
52,4,45,Cj7,True,37
53,1,48,Abj7,True,40
53,2,38,Abj7,True,37
53,3,43,Db7,True,47
53,4,42,Db7,True,40
54,1,45,Ebj7,True,34
54,2,50,Ebj7,True,50
54,3,49,Ebj7,True,41
54,4,47,Ebj7,True,34
55,1,45,Eb-7,True,51
55,2,38,Eb-7,True,40
55,3,42,Ab7,True,42
55,4,39,Ab7,True,47
56,1,47,D-7,True,38
56,2,49,D-7,True,44
56,3,41,G7,True,50
56,4,41,G7,True,34
57,1,48,G-7,True,47
57,2,46,G-7,True,50
57,3,41,G-7,True,37
57,4,49,G-7,True,37
58,1,47,C7,True,44
58,2,42,C7,True,45
58,3,40,C7,True,50
58,4,42,C7,True,42
59,1,47,G-7,True,43
59,2,42,G-7,True,50
59,3,42,G-7,True,50
59,4,49,G-7,True,37
60,1,43,C7,True,44
60,2,40,C7,True,50
60,3,43,C7,True,45
60,4,46,C7,True,43
61,1,44,F7,True,37
61,2,37,F7,True,40
61,3,48,F7,True,43
61,4,48,F7,True,48
62,1,41,Bbj7,True,41
62,2,48,Bbj7,True,50
62,3,42,Eb7,True,48
62,4,49,Eb7,True,41
