bar,beat,note,chord,replaced,original_value
1,1,52,Bb7,True,37
1,2,40,Bb7,True,48
1,3,37,Bb7,True,41
1,4,42,Bb7,True,45
2,1,46,Eb7,True,34
2,2,42,Eb7,True,47
2,3,50,Eb7,True,48
2,4,49,Eb7,True,50
3,1,52,Ab6,True,51
3,2,34,Ab6,True,41
3,3,34,Ab6,True,37
3,4,46,Ab6,True,37
4,1,45,Ab6,True,37
4,2,36,Ab6,True,42
4,3,49,Ab6,True,37
4,4,51,Ab6,True,50
5,1,40,Eb-7,True,51
5,2,38,Eb-7,True,49
5,3,41,Eb-7,True,45
5,4,47,Eb-7,True,34
6,1,45,Ab7,True,51
6,2,43,Ab7,True,34
6,3,40,Ab7,True,45
6,4,34,Ab7,True,37
7,1,36,Db6,True,37
7,2,50,Db6,True,48
7,3,45,Db6,True,49
7,4,40,Db6,True,50
8,1,34,Db6,True,51
8,2,51,Db6,True,37
8,3,49,Db6,True,37
8,4,47,Db6,True,37
9,1,44,Db7,True,37
9,2,38,Db7,True,51
9,3,50,Db7,True,44
9,4,34,Db7,True,44
10,1,42,Do,True,37
10,2,49,Do,True,48
10,3,51,Do,True,50
10,4,43,Do,True,34
11,1,50,Ab6,True,51
11,2,39,Ab6,True,50
11,3,47,Ab6,True,47
11,4,47,Ab6,True,42
12,1,39,F7,True,43
12,2,45,F7,True,50
12,3,34,F7,True,48
12,4,45,F7,True,37
13,1,47,Bb7,True,37
13,2,43,Bb7,True,37
13,3,47,Bb7,True,42
13,4,39,Bb7,True,37
14,1,40,Bb7,True,37
14,2,39,Bb7,True,37
14,3,34,Bb7,True,37
14,4,43,Bb7,True,37
15,1,49,Bb-7,True,37
15,2,39,Bb-7,True,37
15,3,40,Bb-7,True,37
15,4,50,Bb-7,True,38
16,1,42,Eb7,True,37
16,2,36,Eb7,True,44
16,3,40,Eb7,True,37
16,4,52,Eb7,True,42
17,1,38,Bb7,True,41
17,2,34,Bb7,True,51
17,3,34,Bb7,True,50
17,4,43,Bb7,True,48
18,1,39,Eb7,True,34
18,2,37,Eb7,True,47
18,3,34,Eb7,True,48
18,4,46,Eb7,True,50
19,1,37,Ab6,True,51
19,2,36,Ab6,True,43
19,3,44,Ab6,True,48
19,4,38,Ab6,True,41
20,1,35,Ab6,True,34
20,2,37,Ab6,True,50
20,3,34,Ab6,True,51
20,4,50,Ab6,True,42
21,1,37,Eb-7,True,37
21,2,52,Eb-7,True,44
21,3,35,Eb-7,True,37
21,4,38,Eb-7,True,41
22,1,44,Ab7,True,51
22,2,44,Ab7,True,49
22,3,37,Ab7,True,42
22,4,48,Ab7,True,43
23,1,38,Db6,True,44
23,2,44,Db6,True,51
23,3,42,Db6,True,44
23,4,52,Db6,True,48
24,1,39,Db6,True,51
24,2,50,Db6,True,41
24,3,34,Db6,True,37
24,4,44,Db6,True,51
25,1,50,Db7,True,44
25,2,40,Db7,True,51
25,3,39,Db7,True,44
25,4,37,Db7,True,37
26,1,41,Do,True,45
26,2,36,Do,True,45
26,3,41,Do,True,48
26,4,49,Do,True,51
27,1,42,Ab,True,34
27,2,37,Ab,True,50
27,3,50,Ab,True,51
27,4,40,Ab,True,49
28,1,35,F7,True,37
28,2,36,F7,True,43
28,3,40,F7,True,48
28,4,43,F7,True,52
29,1,42,Bb-7,True,37
29,2,39,Bb-7,True,43
29,3,44,Bb-7,True,45
29,4,51,Bb-7,True,48
30,1,34,Eb7,True,34
30,2,34,Eb7,True,47
30,3,47,Eb7,True,48
30,4,44,Eb7,True,50
31,1,48,Ab6,True,51
31,2,46,Ab6,True,34
31,3,45,Ab6,True,50
31,4,43,Ab6,True,44
32,1,44,Ab6,True,37
32,2,47,Ab6,True,43
32,3,36,Ab6,True,48
32,4,42,Ab6,True,37
33,1,52,Bb7,True,37
33,2,43,Bb7,True,37
33,3,49,Bb7,True,37
33,4,52,Bb7,True,38
34,1,50,Eb7,True,50
34,2,52,Eb7,True,50
34,3,46,Eb7,True,44
34,4,52,Eb7,True,41
35,1,34,Ab6,True,51
35,2,43,Ab6,True,43
35,3,40,Ab6,True,44
35,4,51,Ab6,True,45
36,1,34,Ab6,True,34
36,2,42,Ab6,True,47
36,3,49,Ab6,True,48
36,4,34,Ab6,True,50
37,1,40,Eb-7,True,51
37,2,37,Eb-7,True,37
37,3,45,Eb-7,True,34
37,4,48,Eb-7,True,50
38,1,39,Ab7,True,51
38,2,52,Ab7,True,41
38,3,47,Ab7,True,37
38,4,35,Ab7,True,51
39,1,36,Db6,True,44
39,2,52,Db6,True,38
39,3,36,Db6,True,38
39,4,44,Db6,True,37
40,1,36,Db6,True,37
40,2,48,Db6,True,37
40,3,47,Db6,True,37
40,4,38,Db6,True,51
41,1,49,Db7,True,37
41,2,39,Db7,True,51
41,3,41,Db7,True,48
41,4,51,Db7,True,44
42,1,37,Do,True,41
42,2,41,Do,True,43
42,3,52,Do,True,44
42,4,38,Do,True,45
43,1,34,Ab6,True,45
43,2,34,Ab6,True,50
43,3,39,Ab6,True,51
43,4,50,Ab6,True,49
44,1,52,F7,True,48
44,2,34,F7,True,43
44,3,34,F7,True,40
44,4,48,F7,True,48
45,1,38,Bb7,True,37
45,2,46,Bb7,True,43
45,3,45,Bb7,True,45
45,4,52,Bb7,True,48
46,1,48,Bb7,True,50
46,2,51,Bb7,True,51
46,3,51,Bb7,True,50
46,4,43,Bb7,True,37
47,1,39,Bb-7,True,37
47,2,43,Bb-7,True,44
47,3,46,Bb-7,True,43
47,4,38,Bb-7,True,42
48,1,41,Eb7,True,41
48,2,47,Eb7,True,51
48,3,41,Eb7,True,50
48,4,35,Eb7,True,48
49,1,52,Bb7,True,41
49,2,41,Bb7,True,48
49,3,36,Bb7,True,41
49,4,49,Bb7,True,45
50,1,39,Eb7,True,34
50,2,35,Eb7,True,37
50,3,48,Eb7,True,50
50,4,47,Eb7,True,50
51,1,46,Ab6,True,51
51,2,41,Ab6,True,38
51,3,38,Ab6,True,37
51,4,35,Ab6,True,37
52,1,35,Ab6,True,50
52,2,35,Ab6,True,34
52,3,36,Ab6,True,48
52,4,41,Ab6,True,50
53,1,50,Eb-7,True,51
53,2,45,Eb-7,True,49
53,3,51,Eb-7,True,48
53,4,52,Eb-7,True,45
54,1,35,Ab7,True,34
54,2,42,Ab7,True,50
54,3,35,Ab7,True,50
54,4,51,Ab7,True,38
55,1,43,Db6,True,37
55,2,50,Db6,True,37
55,3,47,Db6,True,37
55,4,36,Db6,True,37
56,1,49,Db6,True,37
56,2,52,Db6,True,38
56,3,42,Db6,True,50
56,4,48,Db6,True,51
57,1,42,Db7,True,44
57,2,45,Db7,True,51
57,3,42,Db7,True,44
57,4,47,Db7,True,51
58,1,50,Do,True,45
58,2,43,Do,True,51
58,3,51,Do,True,45
58,4,41,Do,True,51
59,1,37,Ab6,True,34
59,2,39,Ab6,True,50
59,3,42,Ab6,True,51
59,4,45,Ab6,True,41
60,1,39,F7,True,37
60,2,52,F7,True,50
60,3,52,F7,True,48
60,4,39,F7,True,40
61,1,45,Bb-7,True,41
61,2,40,Bb-7,True,43
61,3,39,Bb-7,True,45
61,4,40,Bb-7,True,45
62,1,49,Eb7,True,34
62,2,37,Eb7,True,34
62,3,34,Eb7,True,50
62,4,36,Eb7,True,50
