bar,beat,note,chord
1,1,34,Ebj7
1,2,41,Ebj7
1,3,34,Ebj7
1,4,40,Ebj7
2,1,51,Ab7911#
2,2,34,Ab7911#
2,3,43,Ab7911#
2,4,51,Ab7911#
3,1,44,Db7
3,2,42,Db7
3,3,41,Db7
3,4,44,Db7
4,1,34,Eb7
4,2,41,Eb7
4,3,47,Eb7
4,4,40,Eb7
5,1,51,Ab7
5,2,43,Ab7
5,3,38,Ab7
5,4,38,Ab7
6,1,38,D7alt
6,2,45,D7alt
6,3,43,D7alt
6,4,40,D7alt
7,1,38,Ebj7
7,2,41,Ebj7
7,3,34,Ebj7
7,4,45,Ebj7
8,1,44,Db-7
8,2,44,Db-7
8,3,49,Gb7
8,4,49,Gb7
9,1,48,Fm7b5
9,2,40,Fm7b5
9,3,43,Fm7b5
9,4,48,Fm7b5
10,1,41,Bb7alt
10,2,41,Bb7alt
10,3,42,B-7
10,4,47,E7
11,1,51,Ab7911#
11,2,38,Ab7911#
11,3,38,Ab7911#
11,4,38,Ab7911#
12,1,38,Ab7911#
12,2,41,Ab7911#
12,3,34,Ab7911#
12,4,40,Ab7911#
13,1,34,Ebj7
13,2,41,Ebj7
13,3,50,Ebj7
13,4,50,Ebj7
14,1,51,Ab7911#
14,2,49,Ab7911#
14,3,45,Ab7911#
14,4,50,Ab7911#
15,1,44,Db7
15,2,42,Db7
15,3,41,Db7
15,4,44,Db7
16,1,45,Eb7
16,2,38,Eb7
16,3,47,Eb7
16,4,38,Eb7
17,1,51,Ab7
17,2,49,Ab7
17,3,34,Ab7
17,4,51,Ab7
18,1,45,D7alt
18,2,40,D7alt
18,3,43,D7alt
18,4,45,D7alt
19,1,38,Ebj7
19,2,38,Ebj7
19,3,43,Ebj7
19,4,50,Ebj7
20,1,44,Db-7
20,2,44,Db-7
20,3,49,Gb7
20,4,49,Gb7
21,1,47,Fm7b5
21,2,38,Fm7b5
21,3,43,Fm7b5
21,4,37,Fm7b5
22,1,41,Bb7alt
22,2,38,Bb7alt
22,3,42,B-7
22,4,47,E7
23,1,51,Ab7911#
23,2,43,Ab7911#
23,3,34,Ab7911#
23,4,48,Ab7911#
24,1,51,Ab7911#
24,2,50,Ab7911#
24,3,48,Ab7911#
24,4,50,Ab7911#
25,1,34,Ebj7
25,2,48,Ebj7
25,3,50,Ebj7
25,4,50,Ebj7
26,1,51,Ab7911#
26,2,49,Ab7911#
26,3,50,Ab7911#
26,4,45,Ab7911#
27,1,44,Db7
27,2,42,Db7
27,3,41,Db7
27,4,40,Db7
28,1,34,Eb7
28,2,42,Eb7
28,3,47,Eb7
28,4,50,Eb7
29,1,51,Ab7
29,2,38,Ab7
29,3,38,Ab7
29,4,51,Ab7
30,1,45,D7alt
30,2,45,D7alt
30,3,38,D7alt
30,4,44,D7alt
31,1,38,Ebj7
31,2,43,Ebj7
31,3,34,Ebj7
31,4,50,Ebj7
32,1,44,Db-7
32,2,51,Db-7
32,3,49,Gb7
32,4,49,Gb7
33,1,48,Fm7b5
33,2,43,NC
33,3,48,NC
33,4,52,NC
34,1,41,Bb7alt
34,2,48,Bb7alt
34,3,42,B-7
34,4,47,E7
35,1,51,Ab7911#
35,2,43,Ab7911#
35,3,34,Ab7911#
35,4,48,Ab7911#
36,1,51,Ab7911#
36,2,50,Ab7911#
36,3,48,Ab7911#
36,4,45,Ab7911#
37,1,38,Ebj7
