bar,beat,note,chord
1,1,41,Bb
1,2,41,Bb
1,3,40,D7
1,4,52,D7
2,1,50,G7
2,2,37,G7
2,3,41,G7
2,4,42,G7
3,1,42,C7
3,2,37,C7
3,3,37,C7
3,4,47,C7
4,1,43,C7
4,2,50,C7
4,3,47,C7
4,4,42,C7
5,1,48,F7
5,2,48,F7
5,3,49,F#o
5,4,49,F#o
6,1,50,G-
6,2,37,G-
6,3,37,G-
6,4,38,G-
7,1,51,C7
7,2,50,C7
7,3,37,C7
7,4,42,C7
8,1,48,F7
8,2,49,F7
8,3,50,F7
8,4,37,F7
9,1,40,Bb
9,2,41,Bb
9,3,37,D7
9,4,52,D7
10,1,50,G7
10,2,37,G7
10,3,37,G7
10,4,37,G7
11,1,47,C-
11,2,47,C-
11,3,47,Eb
11,4,47,Eb
12,1,45,D7
12,2,37,D7
12,3,37,D7
12,4,37,D7
13,1,45,Eb
13,2,47,Eb
13,3,47,Eo
13,4,37,Eo
14,1,48,Bb
14,2,48,Bb
14,3,37,G7
14,4,50,G7
15,1,43,C7
15,2,43,C7
15,3,48,F7
15,4,48,F7
16,1,37,Bb
16,2,37,Bb
16,3,37,G7
16,4,40,G7
17,1,43,C7
17,2,48,C7
17,3,50,F7
17,4,37,F7
18,1,37,Bb
18,2,48,Bb
18,3,37,Bb
18,4,52,Bb
19,1,42,Bb
19,2,41,Bb
19,3,37,Bb
