bar,beat,note,chord
1,1,37,Ab
1,2,37,Ab
1,3,37,Ab
1,4,37,Ab
2,1,37,Ab
2,2,37,Ab
2,3,37,Abo
2,4,40,Abo
3,1,42,Eb7
3,2,38,Eb7
3,3,37,Eb7
3,4,37,Eb7
4,1,37,Eb7
4,2,37,Eb7
4,3,37,Eb7
4,4,37,Eb7
5,1,37,Ab
5,2,37,Ab
5,3,37,Ab
5,4,37,Ab
6,1,37,Ab
6,2,37,Ab
6,3,37,Ab
6,4,37,Ab
7,1,37,Bb7
7,2,37,Bb7
7,3,37,Bb7
7,4,42,Bb7
8,1,37,Eb7
8,2,42,Eb7
8,3,37,Eb7
8,4,38,Eb7
9,1,37,Ab
9,2,37,Ab
9,3,37,Ab
9,4,37,Ab
10,1,37,Ab
10,2,37,Ab
10,3,37,Ab
10,4,37,Ab
11,1,38,F7
11,2,38,F7
11,3,37,F7
11,4,38,F7
12,1,38,Bb-
12,2,38,Bb-
12,3,37,Bb-
12,4,38,Bb-
13,1,37,Bb7
13,2,37,Bb7
13,3,37,Eb7
13,4,37,Eb7
14,1,37,Ab
14,2,37,Ab
14,3,40,Ab
14,4,38,Ab
