bar,beat,note,chord
1,1,37,F-7
1,2,37,F-7
1,3,41,F-7
1,4,41,F-7
2,1,50,Bb7
2,2,41,Bb7
2,3,41,Bb7
2,4,37,Bb7
3,1,41,Ebj7
3,2,41,Ebj7
3,3,41,Ebj7
3,4,41,Ebj7
4,1,41,C7
4,2,41,C7
4,3,41,C7
4,4,41,C7
5,1,41,F-7
5,2,41,F-7
5,3,41,F-7
5,4,41,F-7
6,1,41,Bb7
6,2,41,Bb7
6,3,41,Bb7
6,4,41,Bb7
7,1,41,Ebj7
7,2,41,Ebj7
7,3,41,Ebj7
7,4,41,Ebj7
8,1,42,C7
8,2,48,C7
8,3,40,C7
8,4,42,C7
9,1,42,F-7
9,2,37,F-7
9,3,41,F-7
9,4,41,F-7
10,1,41,Bb7
10,2,41,Bb7
10,3,41,Bb7
10,4,41,Bb7
11,1,41,Ebj7
11,2,37,Ebj7
11,3,41,Ebj7
11,4,41,Ebj7
12,1,41,C7
12,2,41,C7
12,3,41,C7
12,4,41,C7
13,1,41,F-7
13,2,41,F-7
13,3,41,F-7
13,4,41,F-7
14,1,41,Bb7
14,2,41,Bb7
14,3,41,Bb7
14,4,50,Bb7
15,1,50,Ebj7
15,2,50,Ebj7
15,3,50,Ebj7
15,4,41,Ebj7
16,1,37,C7
16,2,37,C7
16,3,38,C7
16,4,37,C7
17,1,41,F-7
17,2,41,F-7
17,3,51,F-7
17,4,50,F-7
18,1,37,Bb7
18,2,41,Bb7
18,3,37,Bb7
18,4,41,Bb7
19,1,41,Ebj7
19,2,37,Ebj7
19,3,41,Ebj7
19,4,41,Ebj7
20,1,37,C7
20,2,37,C7
20,3,50,C7
20,4,50,C7
21,1,50,Fm7b5
21,2,50,Fm7b5
21,3,50,Fm7b5
21,4,50,Fm7b5
22,1,51,Bb79b
22,2,42,Bb79b
22,3,38,Bb79b
22,4,52,Bb79b
23,1,42,Ebj7
23,2,37,Ebj7
23,3,38,Ebj7
23,4,37,Ebj7
24,1,37,Ebj7
24,2,51,Ebj7
24,3,38,Ebj7
24,4,40,Ebj7
25,1,51,D-7
25,2,50,D-7
25,3,51,D-7
25,4,50,D-7
26,1,50,G7
26,2,50,G7
26,3,50,G7
26,4,50,G7
27,1,42,Cj7
27,2,42,Cj7
27,3,42,Cj7
27,4,42,Cj7
28,1,42,Cj7
28,2,42,Cj7
28,3,48,Cj7
28,4,50,Cj7
29,1,41,F-7
29,2,41,F-7
29,3,41,F-7
29,4,41,F-7
30,1,41,Bb7
30,2,41,Bb7
30,3,41,Bb7
30,4,41,Bb7
31,1,48,Ebj7
31,2,48,Ebj7
31,3,41,Ebj7
31,4,41,Ebj7
32,1,48,Ebj7
32,2,41,Ebj7
32,3,40,Ebj7
32,4,40,Ebj7
33,1,48,F-7
33,2,51,F-7
33,3,50,F-7
33,4,48,F-7
34,1,42,Bbsus
34,2,48,Bbsus
34,3,50,Bb7
34,4,50,Bb7
35,1,51,Ebj7
35,2,50,Ebj7
35,3,37,Ebj7
35,4,37,Ebj7
36,1,38,C79b
36,2,40,C79b
36,3,42,C79b
36,4,50,C79b
37,1,49,F-7
37,2,49,F-7
37,3,48,F-7
37,4,48,F-7
38,1,37,Bbsus
38,2,42,Bbsus
38,3,42,Bb7
38,4,40,Bb7
39,1,40,Ebj7
39,2,44,Ebj7
39,3,42,Ebj7
39,4,42,Ebj7
40,1,42,G7
40,2,50,G7
40,3,50,G7
40,4,50,G7
41,1,50,C-7
41,2,50,C-7
41,3,37,C-7
41,4,42,C-7
42,1,42,F-7
42,2,49,F-7
42,3,42,Bb7
42,4,50,Bb7
43,1,50,Ebj7
43,2,50,Ebj7
43,3,50,Ebj7
43,4,50,Ebj7
44,1,49,C-7
44,2,37,C-7
44,3,37,C-7
44,4,38,C-7
45,1,38,F-7
45,2,37,F-7
45,3,37,F-7
45,4,38,F-7
46,1,37,Bb7
46,2,37,Bb7
46,3,37,Bb7
46,4,52,Bb7
47,1,37,Ebj7
47,2,37,Ebj7
47,3,37,Ebj7
47,4,37,Ebj7
48,1,37,Bb-7
48,2,38,Bb-7
48,3,37,Eb7
48,4,50,Eb7
49,1,50,Abj7
49,2,37,Abj7
49,3,37,Abj7
49,4,45,Abj7
50,1,44,Db7
50,2,38,Db7
50,3,38,Db7
50,4,37,Db7
51,1,37,Ebj7
51,2,37,Ebj7
51,3,40,Ebj7
51,4,40,Ebj7
52,1,50,Gm7b5
52,2,42,Gm7b5
52,3,42,C79b
52,4,40,C79b
53,1,41,F-7
53,2,50,F-7
53,3,41,F-7
53,4,41,F-7
54,1,41,Bb7
54,2,41,Bb7
54,3,41,Bb7
54,4,41,Bb7
55,1,41,Ebj7
55,2,41,Ebj7
55,3,47,Ebj7
55,4,35,Ebj7
56,1,35,Ebj7
56,2,35,Ebj7
56,3,42,Ebj7
56,4,42,Ebj7
57,1,37,F-7
57,2,50,F-7
57,3,51,F-7
57,4,48,F-7
58,1,37,Bb7
58,2,41,Bb7
58,3,43,Bb7
58,4,44,Bb7
59,1,37,Ebj7
59,2,37,Ebj7
59,3,50,Ebj7
59,4,50,Ebj7
60,1,43,C7
60,2,45,C7
60,3,37,C7
60,4,50,C7
61,1,50,F-7
61,2,51,F-7
61,3,50,F-7
61,4,48,F-7
62,1,37,Bb7
62,2,42,Bb7
62,3,50,Bb7
62,4,50,Bb7
63,1,50,Ebj7
63,2,43,Ebj7
63,3,44,Ebj7
63,4,43,Ebj7
64,1,42,C7
64,2,42,C7
64,3,42,C7
64,4,35,C7
65,1,40,F-7
65,2,37,F-7
65,3,40,F-7
65,4,40,F-7
66,1,40,Bb7
66,2,41,Bb7
