bar,beat,note,chord
1,1,40,Fj7
1,2,43,Fj7
1,3,44,Fj7
1,4,45,Fj7
2,1,50,G-7
2,2,52,G-7
2,3,40,C7
2,4,44,C7
3,1,43,A-7
3,2,41,A-7
3,3,38,A-7
3,4,40,A-7
4,1,40,G-7
4,2,40,G-7
4,3,38,C7
4,4,40,C7
5,1,44,F7
5,2,38,F7
5,3,38,F7
5,4,38,F7
6,1,41,Bbj7
6,2,38,Bbj7
6,3,38,Bbj7
6,4,38,Bbj7
7,1,38,G-7
7,2,38,G-7
7,3,38,C7
7,4,50,C7
8,1,48,Fj7
8,2,50,Fj7
8,3,38,Fj7
8,4,40,Fj7
9,1,40,Fj7
9,2,51,Fj7
9,3,44,Fj7
9,4,44,Fj7
10,1,41,G-7
10,2,50,G-7
10,3,44,C7
10,4,44,C7
11,1,43,A-7
11,2,51,A-7
11,3,44,A-7
11,4,51,A-7
12,1,50,G-7
12,2,42,G-7
12,3,43,C7
12,4,40,C7
13,1,38,F7
13,2,37,F7
13,3,37,F7
13,4,38,F7
14,1,38,Bbj7
14,2,41,Bbj7
14,3,41,Bbj7
14,4,38,Bbj7
15,1,38,G-7
15,2,41,G-7
15,3,51,C7
15,4,50,C7
16,1,48,Fj7
16,2,37,Fj7
16,3,52,Fj7
16,4,38,Fj7
17,1,40,Bb-7
17,2,41,Bb-7
17,3,40,Bb-7
17,4,41,Bb-7
18,1,41,Aj7
18,2,40,Aj7
18,3,38,Aj7
18,4,40,Aj7
19,1,40,Ab-7
19,2,51,Ab-7
19,3,38,Ab-7
19,4,51,Ab-7
20,1,51,Gj7
20,2,38,Gj7
20,3,38,Gj7
20,4,50,Gj7
21,1,38,Gbj7
21,2,37,Gbj7
21,3,44,Gbj7
21,4,37,Gbj7
22,1,37,F7
22,2,44,F7
22,3,44,D7
22,4,51,D7
23,1,50,G-7
23,2,52,G-7
23,3,41,G-7
23,4,50,G-7
24,1,43,C7
24,2,41,C7
24,3,38,C7
24,4,38,C7
25,1,40,Fj7
25,2,43,Fj7
25,3,38,Fj7
25,4,44,Fj7
26,1,44,G-7
26,2,51,G-7
26,3,44,C7
26,4,51,C7
27,1,38,A-7
27,2,51,A-7
27,3,47,A-7
27,4,51,A-7
28,1,38,G-7
28,2,38,G-7
28,3,38,C7
28,4,43,C7
29,1,43,F7
29,2,41,F7
29,3,38,F7
29,4,40,F7
30,1,41,Bbj7
30,2,44,Bbj7
30,3,44,Bbj7
30,4,40,Bbj7
31,1,43,G-7
31,2,41,G-7
31,3,51,C7
31,4,51,C7
32,1,44,Fj7
32,2,44,Fj7
32,3,44,Fj7
32,4,43,Fj7
33,1,40,Fj7
33,2,43,Fj7
33,3,44,Fj7
