bar,beat,note,chord
1,1,38,G-
1,2,38,G-
1,3,38,G-
1,4,38,G-
2,1,38,G-
2,2,45,G-
2,3,48,G-
2,4,48,G-
3,1,38,G7911#
3,2,38,G7911#
3,3,38,G7911#
3,4,50,G7911#
4,1,45,D79#11#
4,2,45,D79#11#
4,3,45,D79#11#
4,4,43,D79#11#
5,1,48,F-7911
5,2,48,F-7911
5,3,43,F-7911
5,4,43,F-7911
6,1,38,E/G
6,2,38,E/G
6,3,42,G
6,4,42,G
7,1,43,Csus7
7,2,43,Csus7
7,3,43,Csus7
7,4,43,Csus7
8,1,43,C79#
8,2,43,C79#
8,3,43,C79#
8,4,50,C79#
9,1,48,Fsus
9,2,37,Fsus
9,3,43,Fsus
9,4,48,Fsus
10,1,44,D79#11#
10,2,44,D79#11#
10,3,44,D79#11#
10,4,42,D79#11#
11,1,41,Bbsus
11,2,41,Bbsus
11,3,48,Bbsus
11,4,41,Bbsus
12,1,52,Gb/A
12,2,45,Gb/A
12,3,40,Gb/A
12,4,40,Gb/A
13,1,39,C/Ab
13,2,39,C/Ab
13,3,41,C/Ab
13,4,41,C/Ab
14,1,43,C7alt
14,2,43,C7alt
14,3,47,C7alt
14,4,47,C7alt
15,1,48,Fj7
15,2,48,Fj7
15,3,43,Fj7
15,4,48,Fj7
16,1,47,Ej79#
16,2,47,Ej79#
16,3,45,D7alt
16,4,45,D7alt
17,1,38,G-79
17,2,38,G-79
17,3,38,G-79
17,4,38,G-79
18,1,38,F7/G
18,2,45,F7/G
18,3,50,F7/G
18,4,50,F7/G
19,1,38,Gj7911#
19,2,38,Gj7911#
19,3,50,Gj7911#
19,4,50,Gj7911#
20,1,45,D79#11#
20,2,45,D79#11#
20,3,45,D79#11#
20,4,43,D79#11#
21,1,48,Gb/F
21,2,48,Gb/F
21,3,43,Gb/F
21,4,48,Gb/F
22,1,50,E/B
22,2,38,E/B
22,3,38,G7alt
22,4,48,G7alt
23,1,50,G-7
23,2,50,G-7
23,3,50,G-7
23,4,41,G-7
24,1,43,A/C
24,2,43,A/C
24,3,43,A/C
24,4,43,A/C
25,1,44,Dbj7
25,2,44,Dbj7
25,3,44,Dbj7
25,4,44,Dbj7
26,1,34,Eb6
26,2,42,Eb6
26,3,41,Eb6
26,4,47,Eb6
27,1,43,Db+/C
27,2,43,Db+/C
27,3,42,A/B
27,4,42,A/B
28,1,41,Bj7/A#
28,2,41,Bj7/A#
28,3,41,Bj7/A#
28,4,48,Bj7/A#
29,1,51,C/Ab
29,2,42,C/Ab
29,3,51,C/Ab
29,4,43,C/Ab
30,1,44,Db79#11#
30,2,44,Db79#11#
30,3,44,C7alt
30,4,47,C7alt
31,1,48,F-j7
31,2,48,F-j7
31,3,48,F-j7
31,4,48,F-j7
32,1,48,F-j7
32,2,48,F-j7
32,3,48,F-j7
32,4,50,F-j7
33,1,38,G-
33,2,38,G-
33,3,45,G-
33,4,50,G-
34,1,50,A/G
34,2,50,A/G
34,3,50,A/G
34,4,50,A/G
35,1,38,G7911#
35,2,38,G7911#
35,3,50,G7911#
35,4,50,G7911#
36,1,45,D79#11#
36,2,45,D79#11#
36,3,45,D79#11#
36,4,43,D79#11#
37,1,48,F-7911
37,2,48,F-7911
37,3,43,F-7911
37,4,48,F-7911
38,1,50,E/G
38,2,38,E/G
38,3,38,E/G
38,4,42,E/G
39,1,43,Csus7
39,2,43,Csus7
39,3,43,Csus7
39,4,43,Csus7
40,1,43,C79#
40,2,43,C79#
40,3,43,C79#
40,4,43,C79#
41,1,47,Fsus
41,2,47,Fsus
41,3,43,Fsus
41,4,45,Fsus
42,1,44,D79#11#
42,2,44,D79#11#
42,3,42,D79#11#
42,4,42,D79#11#
43,1,41,Bbsus
43,2,41,Bbsus
43,3,48,Bbsus
43,4,43,Bbsus
44,1,40,Gb/A
44,2,40,Gb/A
44,3,52,Gb/A
44,4,40,Gb/A
45,1,39,C/Ab
45,2,51,C/Ab
45,3,41,C/Ab
45,4,42,C/Ab
46,1,43,C7alt
46,2,43,C7alt
46,3,43,C7alt
46,4,47,C7alt
47,1,47,Fj7
47,2,47,Fj7
47,3,42,Fj7
47,4,42,Fj7
48,1,47,Ej79#
48,2,47,Ej79#
48,3,45,D7alt
48,4,51,D7alt
49,1,38,G-79
49,2,38,G-79
49,3,45,G-79
49,4,48,G-79
50,1,50,F7/B
50,2,50,F7/B
50,3,50,F7/B
50,4,50,F7/B
51,1,38,Gj7911#
51,2,38,Gj7911#
51,3,50,Gj7911#
51,4,43,Gj7911#
52,1,45,D79#11#
52,2,45,D79#11#
52,3,45,D79#11#
52,4,43,D79#11#
53,1,48,Gb/F
53,2,50,Gb/F
53,3,43,Gb/F
53,4,43,Gb/F
54,1,47,E/B
54,2,38,E/B
54,3,38,G7alt
54,4,50,G7alt
55,1,38,G-7
55,2,50,G-7
55,3,50,G-7
55,4,41,G-7
56,1,43,A/C
56,2,43,A/C
56,3,51,A/C
56,4,43,A/C
57,1,44,Dbj7
57,2,44,Dbj7
57,3,44,Dbj7
57,4,44,Dbj7
58,1,50,Eb6
58,2,50,Eb6
58,3,37,Eb6
58,4,42,Eb6
59,1,43,Db+/C
59,2,43,Db+/C
59,3,42,A/B
59,4,49,A/B
60,1,41,Bj7/A#
60,2,41,Bj7/A#
60,3,41,Bj7/A#
60,4,48,Bj7/A#
61,1,39,C/Ab
61,2,39,C/Ab
61,3,39,C/Ab
61,4,43,C/Ab
62,1,44,Db79#11#
62,2,44,Db79#11#
62,3,43,C7alt
62,4,47,C7alt
63,1,48,F-7
63,2,48,F-7
63,3,43,F-7
63,4,50,F-7
64,1,48,F-7
64,2,47,F-7
64,3,47,F-7
64,4,48,F-7
65,1,38,G-
65,2,38,G-
65,3,38,G-
65,4,50,G-
66,1,50,G-
66,2,50,G-
