bar,beat,note,chord
1,1,48,F7
1,2,52,F7
1,3,43,F7
1,4,34,F7
2,1,48,Bb7
2,2,41,Bb7
2,3,51,Bb7
2,4,48,Bb7
3,1,52,F7
3,2,48,F7
3,3,34,F7
3,4,43,F7
4,1,49,F#-
4,2,44,F#-
4,3,42,B7
4,4,42,B7
5,1,41,Bb7
5,2,51,Bb7
5,3,50,Bb7
5,4,48,Bb7
6,1,41,Bo
6,2,42,Bo
6,3,45,Bo
6,4,48,Bo
7,1,48,E79#
7,2,47,E79#
7,3,52,Ab7913b
7,4,51,Ab7913b
8,1,52,A-7
8,2,52,A-7
8,3,50,Ab-7
8,4,44,Ab-7
9,1,50,G-7
9,2,43,G-7
9,3,44,G-7
9,4,44,G-7
10,1,44,C#-
10,2,44,C#-
10,3,49,F#7
10,4,51,F#7
11,1,42,B+7
11,2,43,B+7
11,3,44,B+7
11,4,42,B+7
12,1,42,B+7
12,2,44,B+7
12,3,42,B+7
12,4,37,B+7
13,1,48,F7
13,2,52,F7
13,3,48,F7
13,4,43,F7
14,1,41,Bb7
14,2,51,Bb7
14,3,50,Bb7
14,4,48,Bb7
15,1,48,F7
15,2,52,F7
15,3,43,F7
15,4,45,F7
16,1,39,F#-
16,2,37,F#-
16,3,42,B7
16,4,44,B7
17,1,41,Bb7
17,2,51,Bb7
17,3,50,Bb7
17,4,48,Bb7
18,1,41,Bo
18,2,42,Bo
18,3,45,Bo
18,4,33,Bo
19,1,47,E79#
19,2,47,E79#
19,3,52,A7913b
19,4,52,A7913b
20,1,51,A-7
20,2,51,A-7
20,3,50,Ab-7
20,4,44,Ab-7
21,1,50,G-7
21,2,38,G-7
21,3,41,G-7
21,4,43,G-7
22,1,44,C#-
22,2,50,C#-
22,3,49,F#7
22,4,43,F#7
23,1,42,B+7
23,2,43,B+7
23,3,44,B+7
23,4,45,B+7
24,1,34,B+7
24,2,42,B+7
24,3,44,B+7
24,4,47,B+7
25,1,48,F7
25,2,52,F7
25,3,43,F7
25,4,42,F7
26,1,41,Bb7
26,2,44,Bb7
26,3,42,Bb7
26,4,37,Bb7
27,1,38,F7
27,2,48,F7
27,3,43,F7
27,4,44,F7
28,1,44,F#-
28,2,33,F#-
28,3,42,B7
28,4,42,B7
29,1,33,Bb7
29,2,33,Bb7
29,3,47,Bb7
29,4,48,Bb7
30,1,42,Bo
30,2,42,Bo
30,3,45,Bo
30,4,51,Bo
31,1,47,E79#
31,2,47,E79#
31,3,52,A7913b
31,4,51,A7913b
32,1,52,A-7
32,2,52,A-7
32,3,50,Ab-7
32,4,44,Ab-7
33,1,50,G-7
33,2,50,G-7
33,3,52,G-7
33,4,41,G-7
34,1,44,C#-
34,2,38,C#-
34,3,33,F7
34,4,44,F7
35,1,44,B+7
35,2,42,B+7
35,3,41,B+7
35,4,42,B+7
36,1,41,B+7
36,2,42,B+7
36,3,42,B+7
36,4,42,B+7
37,1,48,F7
37,2,34,F7
37,3,45,F7
37,4,43,F7
38,1,41,Bb7
38,2,41,Bb7
