bar,beat,note,chord
1,1,47,F6
1,2,40,F6
1,3,45,D-7
1,4,52,D-7
2,1,50,G-7
2,2,47,G-7
2,3,47,C7
2,4,45,C7
3,1,43,Fj7
3,2,41,Fj7
3,3,40,Fj7
3,4,45,Fj7
4,1,50,G-7
4,2,50,G-7
4,3,42,C7
4,4,47,C7
5,1,38,F6
5,2,38,F6
5,3,42,F6
5,4,42,F6
6,1,43,G-7
6,2,42,G-7
6,3,42,C7
6,4,50,C7
7,1,50,A-7
7,2,50,A-7
7,3,38,D7
7,4,51,D7
8,1,50,G-7
8,2,47,G-7
8,3,47,C7
8,4,40,C7
9,1,51,Ab6
9,2,51,Ab6
9,3,50,Ab6
9,4,50,Ab6
10,1,48,Bb-7
10,2,47,Bb-7
10,3,47,Eb7
10,4,47,Eb7
11,1,47,Abj7
11,2,43,Abj7
11,3,43,Abj7
11,4,47,Abj7
12,1,45,G7
12,2,47,G7
12,3,47,G7
12,4,50,G7
13,1,43,Cj7
13,2,45,Cj7
13,3,47,Cj7
13,4,47,Cj7
14,1,50,A-7
14,2,50,A-7
14,3,41,A-7
14,4,45,D7
15,1,43,G-7
15,2,42,G-7
15,3,47,G-7
15,4,47,G-7
16,1,47,C7
16,2,47,C7
16,3,42,C7
16,4,47,C7
17,1,47,F6
17,2,50,F6
17,3,51,D-7
17,4,43,D-7
18,1,41,G-7
18,2,40,G-7
18,3,50,C7
18,4,49,C7
19,1,47,Fj7
19,2,47,Fj7
19,3,45,Fj7
19,4,44,Fj7
20,1,43,G-7
20,2,42,G-7
20,3,50,C7
20,4,50,C7
21,1,47,F6
21,2,40,F6
21,3,45,F6
21,4,52,F6
22,1,50,G-7
22,2,50,G-7
22,3,42,C7
22,4,42,C7
23,1,42,A-7
23,2,50,A-7
23,3,50,D7
23,4,45,D7
24,1,50,G-7
24,2,48,G-7
24,3,47,C7
24,4,50,C7
25,1,50,C-7
25,2,42,C-7
25,3,42,C-7
25,4,42,C-7
26,1,42,F7
26,2,42,F7
26,3,42,F7
26,4,52,F7
27,1,42,Bbj7
27,2,45,Bbj7
27,3,48,Bbj7
27,4,50,Bbj7
28,1,50,Eb7
28,2,48,Eb7
28,3,50,Eb7
28,4,50,Eb7
29,1,52,F6
29,2,40,F6
29,3,45,D-7
29,4,51,D-7
30,1,50,G-7
30,2,47,G-7
30,3,47,C7
30,4,50,C7
31,1,43,F6
31,2,50,F6
31,3,43,F6
31,4,50,F6
32,1,43,G-7
32,2,41,G-7
32,3,40,C7
32,4,50,C7
33,1,48,C7
33,2,40,C7
33,3,41,C7
33,4,42,C7
