bar,beat,note,chord
1,1,47,F7
1,2,42,F7
1,3,42,F7
1,4,37,F7
2,1,42,Bb7
2,2,42,Bb7
2,3,42,Bb7
2,4,37,Bb7
3,1,48,F7
3,2,42,F7
3,3,42,F7
3,4,43,F7
4,1,50,F7
4,2,50,F7
4,3,37,F7
4,4,37,F7
5,1,41,Bb7
5,2,33,Bb7
5,3,50,Bb7
5,4,37,Bb7
6,1,37,Bb7
6,2,41,Bb7
6,3,37,Bb7
6,4,45,Bb7
7,1,43,F7
7,2,48,F7
7,3,47,F7
7,4,50,F7
8,1,48,F7
8,2,37,F7
8,3,33,F7
8,4,37,F7
9,1,50,G-7
9,2,48,G-7
9,3,47,G-7
9,4,33,G-7
10,1,43,G-7
10,2,45,G-7
10,3,47,G-7
10,4,37,G-7
11,1,48,F7
11,2,37,F7
11,3,45,D-7
11,4,37,D-7
12,1,50,G-7
12,2,45,G-7
12,3,43,C7
12,4,37,C7
13,1,37,F7
13,2,52,F7
13,3,40,F7
13,4,37,F7
14,1,37,Bb7
14,2,37,Bb7
14,3,37,Bb7
14,4,37,Bb7
15,1,37,F7
15,2,42,F7
15,3,37,F7
15,4,37,F7
16,1,37,F7
16,2,42,F7
16,3,38,F7
16,4,37,F7
17,1,44,Bb7
17,2,37,Bb7
17,3,42,Bb7
17,4,37,Bb7
18,1,42,Bb7
18,2,37,Bb7
18,3,42,Bb7
18,4,37,Bb7
19,1,37,F7
19,2,45,F7
19,3,43,F7
19,4,42,F7
20,1,40,F7
20,2,42,F7
20,3,45,F7
20,4,37,F7
21,1,50,G-7
21,2,48,NC
21,3,47,NC
21,4,39,NC
