bar,beat,note,chord
1,1,38,Gj7
1,2,48,F7
1,3,47,E7
1,4,41,E7
2,1,40,A-7
2,2,38,A-7
2,3,37,D7
2,4,42,Ebo
3,1,47,E-7
3,2,47,E-7
3,3,45,D-7
3,4,50,G7
4,1,43,C7
4,2,47,C7
4,3,49,B7
4,4,42,B7
5,1,47,E7
5,2,41,E7
5,3,40,A7
5,4,44,A7
6,1,45,A-7
6,2,47,A-7
6,3,48,D7
6,4,50,D7
7,1,42,Gj7
7,2,48,F7
7,3,47,E7
7,4,41,E7
8,1,52,A7
8,2,34,A7
8,3,45,D7
8,4,37,D7
9,1,38,Gj7
9,2,37,F7
9,3,35,E7
9,4,39,E7
10,1,40,A-7
10,2,50,A-7
10,3,49,D7
10,4,42,Ebo
11,1,47,E-7
11,2,34,E-7
11,3,45,D-7
11,4,50,G7
12,1,43,C7
12,2,47,C7
12,3,37,B7
12,4,42,B7
13,1,47,E7
13,2,41,E7
13,3,45,A7
13,4,43,A7
14,1,45,A-7
14,2,47,A-7
14,3,48,D7
14,4,49,D7
15,1,50,G6
15,2,42,G6
15,3,43,C7
15,4,44,Dbo
16,1,45,G6/D
16,2,51,G6/D
16,3,50,G7
16,4,44,Db7
17,1,43,Cj7
17,2,50,Cj7
17,3,42,Bm7b5
17,4,47,E7
18,1,40,A-7
18,2,51,Ab7
18,3,50,G-7
18,4,37,C7
19,1,48,F7
19,2,52,F7
19,3,47,E7
19,4,42,E7
20,1,40,A-7
20,2,51,Ab7
20,3,50,G-7
20,4,37,C7
21,1,48,F7
21,2,37,F7
21,3,47,E7
21,4,42,E7
22,1,34,Eb7911#
22,2,40,Eb7911#
22,3,45,D7
22,4,47,D7
23,1,48,F7
23,2,43,F7
23,3,47,E7
23,4,42,E7
24,1,34,Eb7911#
24,2,40,Eb7911#
24,3,45,D7
24,4,37,D7
25,1,38,Gj7
25,2,37,F7
25,3,35,E7
25,4,41,E7
26,1,40,A-7
26,2,40,A-7
26,3,49,D7
26,4,42,Ebo
27,1,47,E-7
27,2,34,E-7
27,3,45,D-7
27,4,50,G7
28,1,43,C7
28,2,47,C7
28,3,49,B7
28,4,42,B7
29,1,47,E7
29,2,41,E7
29,3,40,A7
29,4,44,A7
30,1,45,A-7
30,2,47,A-7
30,3,48,D7
30,4,49,D7
31,1,50,G6
31,2,48,F7
31,3,47,E7
31,4,41,E7
32,1,40,A7
32,2,34,A7
32,3,45,D7
32,4,37,D7
33,1,38,Gj7
33,2,42,F7
33,3,47,E7
33,4,41,E7
