bar,beat,note,chord
1,1,45,Bb
1,2,45,Bb
1,3,41,G7
1,4,51,G7
2,1,50,C-7
2,2,49,C-7
2,3,48,F+7
2,4,33,F+7
3,1,45,Bb
3,2,51,Bb
3,3,50,G7
3,4,42,G7
4,1,43,C-7
4,2,47,C-7
4,3,48,F+7
4,4,37,F+7
5,1,41,F-7
5,2,45,F-7
5,3,50,Bb7
5,4,47,Bb7
6,1,34,Ebj7
6,2,45,Ebj7
6,3,34,Eo
6,4,47,Eo
7,1,48,D-7
7,2,51,D-7
7,3,50,G+7
7,4,42,G+7
8,1,43,C-7
8,2,47,C-7
8,3,47,F+7
8,4,37,F+7
9,1,34,Bb
9,2,42,Bb
9,3,42,G7
9,4,42,G7
10,1,45,C-7
10,2,44,C-7
10,3,47,F+7
10,4,44,F+7
11,1,42,Bb
11,2,42,Bb
11,3,44,G7
11,4,44,G7
12,1,43,C-7
12,2,50,C-7
12,3,44,F+7
12,4,49,F+7
13,1,48,F-7
13,2,42,F-7
13,3,41,Bb7
13,4,47,Bb7
14,1,34,Ebj7
14,2,41,Ebj7
14,3,50,Eo
14,4,42,Eo
15,1,43,C-7
15,2,47,C-7
15,3,48,F7
15,4,42,F7
16,1,41,Bb
16,2,48,Bb
16,3,47,Bb
16,4,47,Bb
17,1,45,D7
17,2,49,D7
17,3,37,D7
17,4,51,D7
18,1,45,D7
18,2,50,D7
18,3,51,D7
18,4,51,D7
19,1,50,G7
19,2,52,G7
19,3,41,G7
19,4,52,G7
20,1,48,G7
20,2,49,G7
20,3,50,G7
20,4,42,G7
21,1,43,C7
21,2,45,C7
21,3,50,C7
21,4,41,C7
22,1,42,C7
22,2,43,C7
22,3,50,C7
22,4,42,C7
23,1,43,F7
23,2,45,F7
23,3,34,F7
23,4,47,F7
24,1,48,F7
24,2,50,F7
24,3,51,F7
24,4,34,F7
25,1,41,Bb
25,2,41,Bb
25,3,42,G7
25,4,42,G7
26,1,47,C-7
26,2,47,C-7
26,3,52,F+7
26,4,52,F+7
27,1,45,Bb
27,2,45,Bb
27,3,50,G7
27,4,50,G7
28,1,44,C-7
28,2,43,C-7
28,3,49,F+7
28,4,48,F+7
29,1,42,F-7
29,2,41,F-7
29,3,50,Bb7
29,4,47,Bb7
30,1,34,Ebj7
30,2,41,Ebj7
30,3,50,Eo
30,4,47,Eo
31,1,48,C-7
31,2,51,C-7
31,3,50,F7
31,4,45,F7
32,1,48,Bb
32,2,50,Bb
32,3,42,Bb
32,4,43,Bb
33,1,42,Bb
33,2,42,Bb
33,3,42,G7
33,4,42,G7
34,1,43,C-7
34,2,43,C-7
34,3,45,F+7
34,4,34,F+7
35,1,41,Bb
35,2,51,Bb
35,3,51,G7
35,4,50,G7
36,1,49,C-7
36,2,42,C-7
36,3,48,F+7
36,4,42,F+7
37,1,41,F-7
37,2,34,F-7
37,3,42,Bb7
37,4,45,Bb7
38,1,38,Ebj7
38,2,33,Ebj7
38,3,33,Eo
38,4,45,Eo
39,1,45,D-7
39,2,42,D-7
39,3,44,G+7
39,4,44,G+7
40,1,47,C-7
40,2,50,C-7
40,3,47,F+7
40,4,47,F+7
41,1,48,Bb
41,2,48,Bb
41,3,41,G7
41,4,42,G7
42,1,34,C-7
42,2,34,C-7
42,3,51,F+7
42,4,51,F+7
43,1,45,Bb
43,2,45,Bb
43,3,50,G7
43,4,44,G7
44,1,43,C-7
44,2,49,C-7
44,3,48,F+7
44,4,50,F+7
45,1,34,F-7
45,2,48,F-7
45,3,41,Bb7
45,4,48,Bb7
46,1,34,Ebj7
46,2,37,Ebj7
46,3,47,Eo
46,4,45,Eo
47,1,47,C-7
47,2,48,C-7
47,3,50,F7
47,4,42,F7
48,1,34,Bb
48,2,50,Bb
48,3,45,Bb
48,4,45,Bb
49,1,45,D7
49,2,45,D7
49,3,37,D7
49,4,47,D7
50,1,52,D7
50,2,45,D7
50,3,33,D7
50,4,45,D7
51,1,34,G7
51,2,47,G7
51,3,42,G7
51,4,42,G7
52,1,45,G7
52,2,42,G7
52,3,45,G7
52,4,45,G7
53,1,33,C7
53,2,41,C7
53,3,42,C7
53,4,43,C7
54,1,45,C7
54,2,50,C7
54,3,49,C7
54,4,47,C7
55,1,48,F7
55,2,52,F7
55,3,42,F7
55,4,42,F7
56,1,43,F7
56,2,45,F7
56,3,50,F7
56,4,47,F7
57,1,34,Bb
57,2,34,Bb
57,3,51,G7
57,4,51,G7
58,1,45,C-7
58,2,45,C-7
58,3,50,F+7
58,4,50,F+7
59,1,44,Bb
59,2,44,Bb
59,3,49,G7
59,4,49,G7
60,1,43,C-7
60,2,47,C-7
60,3,48,F+7
60,4,52,F+7
61,1,48,F-7
61,2,48,F-7
61,3,47,Bb7
61,4,41,Bb7
62,1,34,Ebj7
62,2,34,Ebj7
62,3,45,Eo
62,4,50,Eo
63,1,42,C-7
63,2,43,C-7
63,3,34,F7
63,4,50,F7
64,1,49,Bb
64,2,52,Bb
64,3,48,Bb
64,4,42,Bb
65,1,42,Bb
65,2,41,Bb
65,3,45,G7
65,4,45,G7
66,1,34,C-7
66,2,34,C-7
66,3,47,F+7
66,4,47,F+7
67,1,47,Bb
67,2,51,Bb
67,3,50,G7
67,4,42,G7
68,1,43,C-7
68,2,47,C-7
68,3,48,F+7
68,4,48,F+7
69,1,41,F-7
69,2,41,F-7
69,3,37,Bb7
69,4,42,Bb7
70,1,37,Ebj7
70,2,37,Ebj7
70,3,37,Eo
70,4,37,Eo
71,1,37,D-7
71,2,37,D-7
71,3,37,G+7
71,4,37,G+7
72,1,37,C-7
72,2,37,C-7
72,3,37,F+7
72,4,37,F+7
73,1,48,Bb
73,2,41,Bb
73,3,42,G7
73,4,45,G7
74,1,45,C-7
74,2,38,C-7
74,3,33,F+7
74,4,47,F+7
75,1,42,Bb
75,2,42,Bb
75,3,47,G7
75,4,34,G7
76,1,42,C-7
76,2,41,C-7
76,3,45,F+7
76,4,47,F+7
77,1,48,F-7
77,2,48,F-7
77,3,48,Bb7
77,4,37,Bb7
78,1,37,Ebj7
78,2,37,Ebj7
78,3,47,Eo
78,4,47,Eo
79,1,37,C-7
79,2,37,C-7
79,3,37,F7
79,4,37,F7
80,1,37,Bb
80,2,37,Bb
80,3,37,Bb
80,4,47,Bb
81,1,52,D7
81,2,45,D7
81,3,47,D7
81,4,34,D7
82,1,51,D7
82,2,51,D7
82,3,50,D7
82,4,47,D7
83,1,45,G7
83,2,51,G7
83,3,51,G7
83,4,45,G7
84,1,50,G7
84,2,33,G7
84,3,41,G7
84,4,42,G7
85,1,50,C7
85,2,50,C7
85,3,47,C7
85,4,48,C7
86,1,47,C7
86,2,34,C7
86,3,42,C7
86,4,37,C7
87,1,47,F7
87,2,42,F7
87,3,37,F7
87,4,37,F7
88,1,37,F7
88,2,37,F7
88,3,37,F7
88,4,34,F7
89,1,48,Bb
89,2,48,Bb
89,3,48,G7
89,4,48,G7
90,1,48,C-7
90,2,48,C-7
90,3,49,F+7
90,4,49,F+7
91,1,42,Bb
91,2,51,Bb
91,3,51,G7
91,4,50,G7
92,1,47,C-7
92,2,48,C-7
92,3,45,F+7
92,4,45,F+7
93,1,40,F-7
93,2,37,F-7
93,3,37,Bb7
93,4,42,Bb7
94,1,37,Ebj7
94,2,47,Ebj7
