bar,beat,note,chord
1,1,50,G7
1,2,37,G7
1,3,50,G7
1,4,50,G7
2,1,47,G7
2,2,37,G7
2,3,48,G7
2,4,50,G7
3,1,47,G7
3,2,37,G7
3,3,50,G7
3,4,50,G7
4,1,37,G7913
4,2,37,G7913
4,3,50,G7913
4,4,42,G7913
5,1,38,F7
5,2,37,F7
5,3,47,F7
5,4,37,F7
6,1,38,F7
6,2,45,F7
6,3,45,F7
6,4,45,F7
7,1,45,G7
7,2,47,G7
7,3,47,G7
7,4,49,G7
8,1,50,G7913
8,2,45,G7913
8,3,41,G7913
8,4,50,G7913
9,1,37,Dsus7
9,2,37,Dsus7
9,3,51,Dsus7
9,4,37,Dsus7
10,1,45,D7
10,2,43,D7
10,3,42,D7
10,4,45,D7
11,1,51,G7
11,2,42,G7
11,3,40,G7
11,4,42,G7
12,1,40,G7913
12,2,44,G7913
12,3,45,G7913
12,4,49,G7913
13,1,37,G7
13,2,37,G7
13,3,42,G7
13,4,37,G7
14,1,45,G7
14,2,43,G7
14,3,42,G7
14,4,40,G7
15,1,38,G7
15,2,37,G7
15,3,47,G7
15,4,37,G7
16,1,38,G7913
16,2,51,G7913
16,3,40,G7913
16,4,42,G7913
17,1,47,F7
17,2,37,F7
17,3,37,F7
17,4,42,F7
18,1,43,F7
18,2,44,F7
18,3,45,F7
18,4,49,F7
19,1,50,G7
19,2,37,G7
19,3,42,G7
19,4,37,G7
20,1,37,G7913
20,2,37,G7913
20,3,37,G7913
20,4,37,G7913
21,1,37,Dsus7
21,2,45,Dsus7
21,3,45,Dsus7
21,4,45,Dsus7
22,1,45,D7
22,2,45,D7
22,3,45,D7
22,4,45,D7
23,1,50,G7
23,2,37,G7
23,3,37,G7
23,4,47,G7
24,1,37,G7913
24,2,48,G7913
24,3,45,G7913
24,4,37,G7913
25,1,37,G7
25,2,37,G7
25,3,41,G7
25,4,47,G7
26,1,47,G7
26,2,44,G7
26,3,45,G7
26,4,50,G7
27,1,47,G7
27,2,38,G7
27,3,38,G7
27,4,50,G7
28,1,50,G7913
28,2,50,G7913
28,3,45,G7913
28,4,49,G7913
29,1,50,F7
29,2,37,F7
29,3,37,F7
29,4,48,F7
30,1,47,F7
30,2,43,F7
30,3,45,F7
30,4,37,F7
31,1,38,G7
31,2,42,G7
31,3,45,G7
31,4,44,G7
32,1,45,G7913
32,2,37,G7913
32,3,45,G7913
32,4,49,G7913
33,1,50,Dsus7
33,2,48,Dsus7
33,3,45,Dsus7
33,4,47,Dsus7
34,1,45,D7
34,2,42,D7
34,3,45,D7
34,4,42,D7
35,1,38,G7
35,2,45,G7
35,3,45,G7
35,4,44,G7
36,1,45,G7913
36,2,47,G7913
36,3,45,G7913
36,4,49,G7913
37,1,38,G7
37,2,45,G7
37,3,45,G7
37,4,45,G7
38,1,42,G7
38,2,42,G7
38,3,45,G7
38,4,47,G7
39,1,50,G7
39,2,45,G7
39,3,50,G7
39,4,43,G7
40,1,42,G7913
40,2,40,G7913
40,3,51,G7913
40,4,42,G7913
41,1,47,F7
41,2,50,F7
41,3,47,F7
41,4,37,F7
42,1,50,F7
42,2,48,F7
42,3,43,F7
42,4,40,F7
43,1,45,G7
43,2,45,G7
43,3,45,G7
43,4,45,G7
44,1,50,G7913
44,2,37,G7913
44,3,45,G7913
44,4,50,G7913
45,1,50,Dsus7
45,2,37,Dsus7
45,3,37,Dsus7
45,4,50,Dsus7
46,1,51,D7
46,2,45,D7
46,3,45,D7
46,4,45,D7
47,1,45,G7
47,2,45,G7
47,3,44,G7
47,4,45,G7
48,1,45,G7913
48,2,50,G7913
48,3,45,G7913
48,4,42,G7913
49,1,45,G7
49,2,51,G7
49,3,38,G7
49,4,38,G7
50,1,50,G7
50,2,38,G7
50,3,38,G7
50,4,38,G7
51,1,38,G7
51,2,38,G7
51,3,38,G7
51,4,38,G7
52,1,38,G7913
52,2,47,G7913
52,3,37,G7913
52,4,50,G7913
53,1,38,F7
53,2,51,F7
53,3,47,F7
53,4,38,F7
54,1,48,F7
54,2,51,F7
54,3,38,F7
54,4,38,F7
55,1,38,G7
55,2,38,G7
55,3,38,G7
55,4,38,G7
56,1,38,G7913
56,2,51,G7913
56,3,38,G7913
56,4,38,G7913
57,1,38,Dsus7
57,2,51,Dsus7
57,3,38,Dsus7
57,4,38,Dsus7
58,1,45,D7
58,2,45,D7
58,3,45,D7
58,4,38,D7
59,1,45,G7
59,2,38,G7
59,3,45,G7
59,4,45,G7
60,1,45,G7913
60,2,38,G7913
60,3,45,G7913
60,4,37,G7913
61,1,50,G7
61,2,48,G7
61,3,47,G7
61,4,47,G7
62,1,45,G7
62,2,45,G7
62,3,47,G7
62,4,49,G7
63,1,50,G7
63,2,50,G7
63,3,42,G7
63,4,40,G7
64,1,38,G7913
64,2,42,G7913
64,3,43,G7913
64,4,47,G7913
65,1,50,F7
65,2,50,F7
65,3,41,F7
65,4,37,F7
66,1,48,F7
66,2,47,F7
66,3,45,F7
66,4,37,F7
67,1,38,G7
67,2,45,G7
67,3,40,G7
67,4,50,G7
68,1,45,G7913
68,2,50,G7913
68,3,50,G7913
68,4,47,G7913
69,1,40,Dsus7
69,2,51,Dsus7
69,3,40,Dsus7
69,4,45,Dsus7
70,1,45,D7
70,2,43,D7
70,3,42,D7
70,4,33,D7
71,1,45,G7
71,2,45,G7
71,3,47,G7
71,4,45,G7
72,1,45,G7913
72,2,47,G7913
72,3,47,G7913
72,4,48,G7913
73,1,50,G7
73,2,45,G7
73,3,50,G7
73,4,50,G7
74,1,37,G7
74,2,45,G7
74,3,47,G7
74,4,45,G7
