bar,beat,note,chord
1,1,43,C79b
1,2,43,C79b
1,3,38,C79b
1,4,41,C79b
2,1,44,C79b
2,2,44,C79b
2,3,50,C79b
2,4,41,C79b
3,1,43,C79b
3,2,43,C79b
3,3,44,C79b
3,4,41,C79b
4,1,42,C79b
4,2,44,C79b
4,3,44,C79b
4,4,41,C79b
5,1,43,C79b
5,2,44,C79b
5,3,44,C79b
5,4,41,C79b
6,1,43,C79b
6,2,44,C79b
6,3,50,C79b
6,4,42,C79b
7,1,43,C79b
7,2,44,C79b
7,3,38,C79b
7,4,41,C79b
8,1,43,C79b
8,2,45,C79b
8,3,44,C79b
8,4,41,C79b
9,1,43,C79b
9,2,43,C79b
9,3,38,C79b
9,4,42,C79b
10,1,43,C79b
10,2,44,C79b
10,3,50,C79b
10,4,42,C79b
11,1,43,C79b
11,2,43,C79b
11,3,38,C79b
11,4,41,C79b
12,1,43,C79b
12,2,44,C79b
12,3,44,C79b
12,4,43,C79b
13,1,48,F-
13,2,42,F-
13,3,43,F-
13,4,47,F-
14,1,48,F-
14,2,45,F-
14,3,50,F-
14,4,43,F-
15,1,48,F-
15,2,48,F-
15,3,43,F-
15,4,47,F-
16,1,48,F-
16,2,50,F-
16,3,43,F-
16,4,50,F-
17,1,43,C79b
17,2,38,C79b
17,3,38,C79b
17,4,42,C79b
18,1,43,C79b
18,2,44,C79b
18,3,38,C79b
18,4,42,C79b
19,1,43,C79b
19,2,38,C79b
19,3,38,C79b
19,4,41,C79b
20,1,43,C79b
20,2,44,C79b
20,3,38,C79b
20,4,41,C79b
21,1,43,C79b
21,2,44,C79b
21,3,38,C79b
21,4,42,C79b
22,1,43,C79b
22,2,44,C79b
22,3,38,C79b
22,4,41,C79b
23,1,44,C79b
23,2,44,C79b
23,3,38,C79b
23,4,41,C79b
24,1,44,C79b
24,2,44,C79b
24,3,38,C79b
24,4,41,C79b
25,1,43,C79b
25,2,44,C79b
25,3,38,C79b
25,4,44,C79b
26,1,44,C79b
26,2,44,C79b
26,3,44,C79b
26,4,41,C79b
27,1,43,C79b
27,2,38,C79b
27,3,38,C79b
27,4,42,C79b
28,1,44,C79b
28,2,41,C79b
28,3,37,C79b
28,4,43,C79b
29,1,48,F-
29,2,43,F-
29,3,43,F-
29,4,47,F-
30,1,48,F-
30,2,48,F-
30,3,42,F-
30,4,47,F-
31,1,48,F-
31,2,45,F-
31,3,45,F-
31,4,43,F-
32,1,47,F-
32,2,48,F-
32,3,50,F-
32,4,37,F-
33,1,44,F7
33,2,43,F7
33,3,50,F7
33,4,41,F7
34,1,37,F7
34,2,50,F7
34,3,45,F7
34,4,42,F7
35,1,43,F7
35,2,45,F7
35,3,47,F7
35,4,47,F7
36,1,48,F7
36,2,50,F7
36,3,51,F7
36,4,52,F7
37,1,40,Bb7
37,2,50,Bb7
37,3,50,Bb7
37,4,50,Bb7
38,1,41,Bb7
38,2,50,Bb7
38,3,50,Bb7
38,4,50,Bb7
39,1,45,Bb7
39,2,41,Bb7
39,3,50,Bb7
39,4,50,Bb7
40,1,50,Bb7
40,2,50,Bb7
40,3,47,Bb7
40,4,41,Bb7
41,1,50,Eb7
41,2,50,Eb7
41,3,51,Eb7
41,4,52,Eb7
42,1,41,Eb7
42,2,43,Eb7
42,3,44,Eb7
42,4,44,Eb7
43,1,42,Eb7
43,2,37,Eb7
43,3,38,Eb7
43,4,44,Eb7
44,1,38,Eb79
44,2,42,Eb79
44,3,37,Eb79b
44,4,42,Eb79b
45,1,37,Abj7
45,2,37,Abj7
45,3,42,Abj7
45,4,44,Abj7
46,1,50,Abj7
46,2,45,Abj7
46,3,39,Abj7
46,4,43,Abj7
47,1,45,G7
47,2,50,G7
47,3,37,G7
47,4,50,G7
48,1,44,Db7
48,2,44,Db7
48,3,44,Db7
48,4,50,Db7
49,1,43,C79b
49,2,38,C79b
49,3,38,C79b
49,4,41,C79b
50,1,43,C79b
50,2,44,C79b
50,3,38,C79b
50,4,41,C79b
51,1,43,C79b
51,2,38,C79b
51,3,38,C79b
51,4,41,C79b
52,1,43,C79b
52,2,45,C79b
52,3,50,C79b
52,4,41,C79b
53,1,43,C79b
53,2,44,C79b
53,3,38,C79b
53,4,41,C79b
54,1,43,C79b
