bar,beat,note,chord
1,1,43,Bj7
1,2,38,Bj7
1,3,38,D7
1,4,37,D7
2,1,38,Gj7
2,2,42,Gj7
2,3,42,Bb7
2,4,40,Bb7
3,1,42,Ebj7
3,2,42,Ebj7
3,3,50,Ebj7
3,4,50,Ebj7
4,1,47,A-7
4,2,40,A-7
4,3,45,D7
4,4,52,D7
5,1,50,Gj7
5,2,50,Gj7
5,3,40,Bb7
5,4,40,Bb7
6,1,42,Ebj7
6,2,52,Ebj7
6,3,37,F#7
6,4,43,F#7
7,1,43,Bj7
7,2,43,Bj7
7,3,37,Bj7
7,4,42,Bj7
8,1,48,F-7
8,2,50,F-7
8,3,50,Bb7
8,4,52,Bb7
9,1,50,Ebj7
9,2,50,Ebj7
9,3,50,Ebj7
9,4,50,Ebj7
10,1,38,A-7
10,2,50,A-7
10,3,49,D7
10,4,47,D7
11,1,45,Gj7
11,2,43,Gj7
11,3,43,Gj7
11,4,45,Gj7
12,1,43,C#-7
12,2,47,C#-7
12,3,49,F#7
12,4,43,F#7
13,1,43,Bj7
13,2,43,Bj7
13,3,43,Bj7
13,4,49,Bj7
14,1,37,F-7
14,2,50,F-7
14,3,50,Bb7
14,4,38,Bb7
15,1,51,Ebj7
15,2,51,Ebj7
15,3,50,Ebj7
15,4,42,Ebj7
16,1,51,C#-7
16,2,47,C#-7
16,3,45,F#7
16,4,43,F#7
17,1,43,Bj7
17,2,38,Bj7
17,3,38,D7
17,4,49,D7
18,1,33,Gj7
18,2,42,Gj7
18,3,41,Bb7
18,4,42,Bb7
19,1,34,Ebj7
19,2,50,Ebj7
19,3,50,Ebj7
19,4,50,Ebj7
20,1,38,A-7
20,2,50,A-7
20,3,48,D7
20,4,47,D7
21,1,45,Gj7
21,2,42,Gj7
21,3,40,Bb7
21,4,40,Bb7
22,1,45,Ebj7
22,2,38,Ebj7
22,3,37,F#7
22,4,43,F#7
23,1,43,Bj7
23,2,49,Bj7
23,3,40,Bj7
23,4,41,Bj7
24,1,37,F-7
24,2,50,F-7
24,3,51,Bb7
24,4,52,Bb7
25,1,51,Ebj7
25,2,51,Ebj7
25,3,50,Ebj7
25,4,50,Ebj7
26,1,51,A-7
26,2,50,A-7
26,3,48,D7
26,4,38,D7
27,1,45,Gj7
27,2,43,Gj7
27,3,42,Gj7
27,4,45,Gj7
28,1,43,C#-7
28,2,47,C#-7
28,3,49,F#7
28,4,43,F#7
29,1,43,Bj7
29,2,43,Bj7
29,3,43,Bj7
29,4,43,Bj7
30,1,48,F-7
30,2,50,F-7
30,3,50,Bb7
30,4,38,Bb7
31,1,37,Ebj7
31,2,50,Ebj7
31,3,50,Ebj7
31,4,50,Ebj7
32,1,51,C#-7
32,2,47,C#-7
32,3,44,F#7
32,4,43,F#7
33,1,43,NC
33,2,43,NC
33,3,52,NC
33,4,52,NC
34,1,50,NC
34,2,50,NC
34,3,48,NC
34,4,48,NC
