bar,beat,note,chord
1,1,38,F7
1,2,37,F7
1,3,37,F7
1,4,37,F7
2,1,37,Bb7
2,2,42,Bb7
2,3,42,Bb7
2,4,42,Bb7
3,1,42,F7
3,2,37,F7
3,3,42,F7
3,4,37,F7
4,1,42,F7
4,2,38,F7
4,3,43,F7
4,4,42,F7
5,1,41,Bb7
5,2,52,Bb7
5,3,50,Bb7
5,4,49,Bb7
6,1,48,Bb7
6,2,47,Bb7
6,3,45,Bb7
6,4,42,Bb7
7,1,43,F7
7,2,43,F7
7,3,42,F7
7,4,41,F7
8,1,40,A-7
8,2,34,A-7
8,3,45,D7
8,4,51,D7
9,1,50,G-7
9,2,42,G-7
9,3,45,G-7
9,4,50,G-7
10,1,43,C7
10,2,44,C7
10,3,45,C7
10,4,47,C7
11,1,48,F7
11,2,50,F7
11,3,51,D7
11,4,45,D7
12,1,50,G-7
12,2,44,G-7
12,3,43,C7
12,4,50,C7
13,1,48,F7
13,2,38,F7
13,3,42,F7
13,4,44,F7
14,1,42,Bb7
14,2,41,Bb7
14,3,52,Bb7
14,4,50,Bb7
15,1,49,F7
15,2,37,F7
15,3,37,F7
15,4,44,F7
16,1,43,F7
16,2,50,F7
16,3,49,F7
16,4,43,F7
17,1,41,Bb7
17,2,51,Bb7
17,3,50,Bb7
17,4,49,Bb7
18,1,48,Bb7
18,2,45,Bb7
18,3,42,Bb7
18,4,45,Bb7
19,1,43,F7
19,2,43,F7
19,3,41,F7
19,4,51,F7
20,1,52,A-7
20,2,44,A-7
20,3,33,D7
20,4,49,D7
21,1,50,G-7
21,2,37,G-7
21,3,42,G-7
21,4,50,G-7
22,1,43,C7
22,2,50,C7
22,3,42,C7
22,4,41,C7
23,1,37,F7
23,2,50,F7
23,3,49,F7
23,4,45,F7
24,1,50,G-7
24,2,44,G-7
24,3,43,C7
24,4,50,C7
25,1,48,F7
25,2,37,F7
25,3,37,F7
25,4,37,F7
26,1,48,Bb7
26,2,37,Bb7
26,3,37,Bb7
26,4,37,Bb7
27,1,48,F7
27,2,39,F7
27,3,38,F7
27,4,37,F7
28,1,48,F7
28,2,49,F7
28,3,50,F7
28,4,52,F7
29,1,41,Bb7
29,2,50,Bb7
29,3,37,Bb7
29,4,41,Bb7
30,1,42,Bb7
30,2,42,Bb7
30,3,41,Bb7
30,4,42,Bb7
31,1,44,F7
31,2,43,F7
31,3,43,F7
31,4,41,F7
32,1,37,A-7
32,2,40,A-7
32,3,45,D7
32,4,51,D7
33,1,50,G-7
33,2,45,G-7
33,3,50,G-7
33,4,42,G-7
34,1,43,C7
34,2,44,C7
34,3,45,C7
34,4,47,C7
35,1,52,F7
35,2,40,F7
