bar,beat,note,chord
1,1,50,G-6
1,2,37,G-6
1,3,37,G-6
1,4,37,G-6
2,1,37,Eb7
2,2,42,Eb7
2,3,45,D7
2,4,45,D7
3,1,50,G-6
3,2,43,G-6
3,3,37,G-6
3,4,42,G-6
4,1,42,Eb7
4,2,42,Eb7
4,3,42,D7
4,4,41,D7
5,1,45,G-6
5,2,47,G-6
5,3,47,G-6
5,4,40,G-6
6,1,45,Eb7
6,2,47,Eb7
6,3,47,D7
6,4,49,D7
7,1,50,G-6
7,2,40,G-6
7,3,41,G-6
7,4,37,G-6
8,1,42,Am7b5
8,2,42,Am7b5
8,3,43,D7
8,4,45,D7
9,1,42,G-6
9,2,42,G-6
9,3,37,G-6
9,4,37,G-6
10,1,47,Eb7
10,2,42,Eb7
10,3,38,D7
10,4,47,D7
11,1,47,G-6
11,2,48,G-6
11,3,42,G-6
11,4,48,G-6
12,1,42,Eb7
12,2,42,Eb7
12,3,42,D7
12,4,47,D7
13,1,42,G-6
13,2,38,G-6
13,3,48,G-6
13,4,42,G-6
14,1,42,Eb7
14,2,42,Eb7
14,3,37,D7
14,4,48,D7
15,1,48,G-6
15,2,45,G-6
15,3,45,G-6
15,4,45,G-6
16,1,42,F-7
16,2,45,F-7
16,3,42,Bb7
16,4,42,Bb7
17,1,37,Ebj7
17,2,37,Ebj7
17,3,40,F-7
17,4,45,F-7
18,1,50,G-7
18,2,45,G-7
18,3,43,F-7
18,4,42,F-7
19,1,42,Ebj7
19,2,50,Ebj7
19,3,48,F-7
19,4,41,F-7
20,1,42,G-7
20,2,49,G-7
20,3,49,F-7
20,4,49,F-7
21,1,49,Ebj7
21,2,42,Ebj7
21,3,42,F-7
21,4,42,F-7
22,1,42,G7
22,2,42,G7
22,3,42,C7
22,4,42,C7
23,1,42,F7
23,2,42,F7
23,3,49,Bb7
23,4,50,Bb7
24,1,40,A79b
24,2,40,A79b
24,3,33,D+7
24,4,33,D+7
25,1,41,G-6
25,2,41,G-6
25,3,40,G-6
25,4,45,G-6
26,1,47,Eb7
26,2,48,Eb7
26,3,49,D7
26,4,33,D7
27,1,50,G-6
27,2,40,G-6
27,3,41,G-6
27,4,42,G-6
28,1,37,Eb7
28,2,40,Eb7
28,3,45,D7
28,4,33,D7
29,1,37,G-6
29,2,42,G-6
29,3,47,G-6
29,4,40,G-6
30,1,45,Eb7
30,2,47,Eb7
30,3,47,D7
30,4,49,D7
31,1,50,G-6
31,2,42,G-6
31,3,41,G-6
31,4,42,G-6
32,1,42,G-6
32,2,42,G-6
32,3,45,G-6
32,4,45,G-6
33,1,50,G-6
33,2,41,G-6
33,3,37,G-6
33,4,50,G-6
34,1,48,Eb7
34,2,47,Eb7
34,3,45,D7
34,4,44,D7
35,1,43,G-6
35,2,40,G-6
35,3,45,G-6
35,4,47,G-6
36,1,47,Eb7
36,2,50,Eb7
36,3,40,D7
36,4,41,D7
37,1,42,G-6
37,2,42,G-6
37,3,47,G-6
37,4,50,G-6
38,1,50,Eb7
38,2,48,Eb7
38,3,48,D7
38,4,49,D7
39,1,50,G-6
39,2,45,G-6
39,3,43,G-6
39,4,42,G-6
40,1,40,Am7b5
40,2,45,Am7b5
40,3,47,D7
40,4,49,D7
41,1,50,G-6
41,2,37,G-6
41,3,41,G-6
41,4,42,G-6
42,1,42,Eb7
42,2,37,Eb7
42,3,42,D7
42,4,50,D7
43,1,45,G-6
43,2,43,G-6
43,3,39,G-6
43,4,47,G-6
44,1,40,Eb7
44,2,45,Eb7
44,3,42,D7
44,4,42,D7
45,1,42,G-6
45,2,42,G-6
45,3,42,G-6
45,4,42,G-6
46,1,42,Eb7
46,2,42,Eb7
46,3,42,D7
46,4,42,D7
47,1,42,G-6
47,2,37,G-6
47,3,37,G-6
47,4,37,G-6
48,1,50,F-7
48,2,45,F-7
48,3,43,Bb7
48,4,42,Bb7
49,1,42,Ebj7
49,2,48,Ebj7
49,3,41,F-7
49,4,37,F-7
50,1,50,G-7
50,2,48,G-7
50,3,48,F-7
50,4,43,F-7
51,1,43,Ebj7
51,2,42,Ebj7
51,3,41,F-7
51,4,50,F-7
52,1,48,G-7
52,2,47,G-7
52,3,43,F-7
52,4,42,F-7
53,1,42,Ebj7
53,2,42,Ebj7
53,3,41,F-7
53,4,42,F-7
54,1,42,G7
54,2,42,G7
54,3,48,C7
54,4,41,C7
55,1,40,F7
55,2,50,F7
55,3,49,Bb7
55,4,40,Bb7
56,1,45,A79b
56,2,47,A79b
56,3,37,D+7
56,4,50,D+7
57,1,37,G-6
57,2,42,G-6
57,3,37,G-6
57,4,42,G-6
58,1,42,Eb7
58,2,50,Eb7
58,3,45,D7
58,4,44,D7
59,1,47,G-6
59,2,47,G-6
59,3,40,G-6
59,4,40,G-6
60,1,45,Eb7
60,2,47,Eb7
60,3,49,D7
60,4,50,D7
61,1,33,G-6
61,2,33,G-6
61,3,47,G-6
61,4,47,G-6
62,1,48,Eb7
62,2,37,Eb7
62,3,38,D7
62,4,41,D7
63,1,41,G-6
63,2,45,G-6
63,3,50,G-6
63,4,37,G-6
64,1,37,G-6
64,2,50,G-6
64,3,49,G-6
64,4,45,G-6
65,1,50,G-6
65,2,42,G-6
65,3,45,G-6
65,4,45,G-6
66,1,37,G-6
66,2,37,G-6
66,3,48,G-6
66,4,48,G-6
