bar,beat,note,chord
1,1,41,Bbj7
1,2,43,Bbj7
1,3,45,Bbj7
1,4,43,Bbj7
2,1,44,Bbj7
2,2,42,Bbj7
2,3,47,Bbj7
2,4,50,Bbj7
3,1,47,F-7
3,2,50,F-7
3,3,51,F-7
3,4,50,F-7
4,1,40,Bb7
4,2,44,Bb7
4,3,44,Bb7
4,4,41,Bb7
5,1,44,Ebj7
5,2,38,Ebj7
5,3,43,Ebj7
5,4,41,Ebj7
6,1,50,Ebj7
6,2,50,Ebj7
6,3,47,Ebj7
6,4,50,Ebj7
7,1,51,C-7
7,2,51,C-7
7,3,43,C-7
7,4,44,C-7
8,1,44,F7
8,2,43,F7
8,3,51,F7
8,4,38,F7
9,1,42,Bbj7
9,2,42,Bbj7
9,3,42,Bbj7
9,4,43,Bbj7
10,1,43,Bbj7
10,2,43,Bbj7
10,3,40,Bbj7
10,4,50,Bbj7
11,1,50,C7
11,2,50,C7
11,3,50,C7
11,4,44,C7
12,1,43,C7
12,2,40,C7
12,3,38,C7
12,4,40,C7
13,1,43,C-7
13,2,43,C-7
13,3,44,C-7
13,4,44,C-7
14,1,43,Dm7b5
14,2,43,Dm7b5
14,3,38,G7
14,4,50,G7
15,1,47,C-7
15,2,50,C-7
15,3,51,C-7
15,4,43,C-7
16,1,38,F+7
16,2,43,F+7
16,3,43,F+7
16,4,42,F+7
17,1,44,Bbj7
17,2,44,Bbj7
17,3,44,Bbj7
17,4,50,Bbj7
18,1,43,Bbj7
18,2,43,Bbj7
18,3,44,Bbj7
18,4,43,Bbj7
19,1,42,F-7
19,2,43,F-7
19,3,44,F-7
19,4,44,F-7
20,1,44,Bb7
20,2,43,Bb7
20,3,38,Bb7
20,4,40,Bb7
21,1,43,Ebj7
21,2,42,Ebj7
21,3,51,Ebj7
21,4,40,Ebj7
22,1,43,Ebj7
22,2,42,Ebj7
22,3,40,Ebj7
22,4,50,Ebj7
23,1,34,Eb-7
23,2,42,Eb-7
23,3,34,Eb-7
23,4,42,Eb-7
24,1,45,Ab7
24,2,42,Ab7
24,3,51,Ab7
24,4,52,Ab7
25,1,43,Bbj7
25,2,40,Bbj7
25,3,44,Bbj7
25,4,43,Bbj7
26,1,41,Bbj7
26,2,44,Bbj7
26,3,50,Bbj7
26,4,44,Bbj7
27,1,43,C7
27,2,50,C7
27,3,50,C7
27,4,50,C7
28,1,50,C7
28,2,50,C7
28,3,50,C7
28,4,50,C7
29,1,50,C-7
29,2,50,C-7
29,3,50,C-7
29,4,50,C-7
30,1,43,F7
30,2,42,F7
30,3,47,F7
30,4,42,F7
31,1,42,Bbj7
31,2,45,Bbj7
31,3,42,Bbj7
31,4,47,Bbj7
32,1,47,Bbj7
32,2,50,Bbj7
32,3,52,Bbj7
32,4,48,Bbj7
33,1,48,C#-7
33,2,47,C#-7
33,3,44,C#-7
33,4,44,C#-7
34,1,40,F#7
34,2,40,F#7
34,3,48,F#7
34,4,48,F#7
35,1,42,Bj7
35,2,42,Bj7
35,3,40,Bj7
35,4,43,Bj7
36,1,43,Bj7
36,2,44,Bj7
36,3,42,Bj7
36,4,41,Bj7
37,1,41,B-7
37,2,42,B-7
37,3,48,B-7
37,4,48,B-7
38,1,47,E7
38,2,47,E7
38,3,51,E7
38,4,51,E7
39,1,38,Aj7
39,2,52,Aj7
39,3,44,Aj7
39,4,44,Aj7
40,1,44,Aj7
40,2,44,Aj7
40,3,38,Aj7
40,4,51,Aj7
41,1,51,A-7
41,2,40,A-7
41,3,42,A-7
41,4,38,A-7
42,1,45,D7
42,2,47,D7
42,3,48,D7
42,4,49,D7
43,1,50,Gj7
43,2,51,Gj7
43,3,40,Gj7
43,4,42,Gj7
44,1,51,Gj7
44,2,50,Gj7
44,3,38,Gj7
44,4,44,Gj7
45,1,43,G-7
45,2,50,G-7
45,3,50,G-7
45,4,50,G-7
46,1,50,C7
46,2,38,C7
46,3,51,C7
46,4,50,C7
47,1,47,C-7
47,2,50,C-7
47,3,52,C-7
47,4,43,C-7
48,1,43,F+7
48,2,47,F+7
48,3,50,F+7
48,4,38,F+7
49,1,41,Bbj7
49,2,45,Bbj7
49,3,47,Bbj7
49,4,47,Bbj7
50,1,44,Bbj7
50,2,50,Bbj7
50,3,51,Bbj7
50,4,38,Bbj7
51,1,50,F-7
51,2,43,F-7
51,3,44,F-7
51,4,50,F-7
52,1,50,Bb7
52,2,51,Bb7
52,3,50,Bb7
52,4,47,Bb7
53,1,47,Ebj7
53,2,50,Ebj7
53,3,44,Ebj7
53,4,44,Ebj7
54,1,42,Ebj7
54,2,43,Ebj7
54,3,43,Ebj7
54,4,40,Ebj7
55,1,51,Eb-7
55,2,38,Eb-7
55,3,51,Eb-7
55,4,38,Eb-7
56,1,51,Ab7
56,2,43,Ab7
56,3,43,Ab7
56,4,41,Ab7
57,1,42,Bbj7
57,2,45,Bbj7
57,3,42,Bbj7
57,4,47,Bbj7
58,1,47,Bbj7
58,2,50,Bbj7
58,3,50,Bbj7
58,4,47,Bbj7
59,1,43,C7
59,2,50,C7
59,3,51,C7
59,4,43,C7
60,1,43,C7
60,2,38,C7
60,3,51,C7
60,4,52,C7
61,1,43,C-7
61,2,44,C-7
61,3,44,C-7
61,4,42,C-7
62,1,43,F7
62,2,44,F7
62,3,38,F7
62,4,50,F7
63,1,47,Bbj7
63,2,50,Bbj7
63,3,52,Bbj7
63,4,44,Bbj7
64,1,43,Bbj7
64,2,43,Bbj7
64,3,44,Bbj7
64,4,43,Bbj7
65,1,41,Bbj7
65,2,44,Bbj7
65,3,43,Bbj7
65,4,43,Bbj7
66,1,42,Bbj7
66,2,43,Bbj7
