bar,beat,note,chord
1,1,42,Gj7
1,2,44,Gj7
1,3,44,Gj7
1,4,44,Gj7
2,1,44,G6
2,2,52,G6
2,3,45,G6
2,4,42,G6
3,1,42,Gj7
3,2,44,Gj7
3,3,44,Gj7
3,4,45,Gj7
4,1,33,G6
4,2,45,G6
4,3,50,G6
4,4,41,G6
5,1,37,G-7
5,2,51,G-7
5,3,50,G-7
5,4,45,G-7
6,1,42,G-6
6,2,33,G-6
6,3,50,G-6
6,4,37,G-6
7,1,52,G-7
7,2,50,G-7
7,3,50,G-7
7,4,50,G-7
8,1,45,G-6
8,2,44,G-6
8,3,45,G-6
8,4,33,G-6
9,1,41,Am7b5
9,2,45,Am7b5
9,3,50,Am7b5
9,4,41,Am7b5
10,1,50,D7
10,2,50,D7
10,3,43,D7
10,4,43,D7
11,1,47,Bm7b5
11,2,37,Bm7b5
11,3,52,Bm7b5
11,4,45,Bm7b5
12,1,33,E7
12,2,43,E7
12,3,43,E7
12,4,48,E7
13,1,44,A-7
13,2,47,A-7
13,3,47,A-7
13,4,37,A-7
14,1,37,D7
14,2,47,D7
14,3,51,D7
14,4,47,D7
15,1,43,Gj7
15,2,44,Gj7
15,3,44,Gj7
15,4,48,Gj7
16,1,45,Gj7
16,2,45,Gj7
16,3,50,Gj7
16,4,42,Gj7
17,1,47,C-7
17,2,40,C-7
17,3,44,C-7
17,4,50,C-7
18,1,50,F7
18,2,44,F7
18,3,44,F7
18,4,44,F7
19,1,45,Bbj7
19,2,50,Bbj7
19,3,48,Bbj7
19,4,51,Bbj7
20,1,50,G-7
20,2,51,G-7
20,3,42,G-7
20,4,51,G-7
21,1,50,C-7
21,2,47,C-7
21,3,45,C-7
21,4,43,C-7
22,1,42,F7
22,2,45,F7
22,3,44,F7
22,4,44,F7
23,1,45,Bbj7
23,2,50,Bbj7
23,3,48,Bbj7
23,4,51,Bbj7
24,1,50,Bbj7
24,2,51,Bbj7
24,3,37,Bbj7
24,4,51,Bbj7
25,1,50,A-7
25,2,48,A-7
25,3,45,A-7
25,4,47,A-7
26,1,52,D7
26,2,37,D7
26,3,52,D7
26,4,47,D7
27,1,43,Gj7
27,2,44,Gj7
27,3,44,Gj7
27,4,44,Gj7
28,1,45,Gj7
28,2,45,Gj7
28,3,50,Gj7
28,4,42,Gj7
29,1,47,F#-7
