bar,beat,note,chord
1,1,43,F
1,2,44,F
1,3,48,F
1,4,44,F
2,1,44,F7
2,2,42,F7
2,3,51,F7
2,4,50,F7
3,1,48,A-
3,2,50,A-
3,3,50,A-
3,4,37,A-
4,1,50,D7
4,2,37,D7
4,3,33,D7
4,4,51,D7
5,1,50,G-
5,2,48,G-
5,3,47,G-
5,4,50,G-
6,1,50,C7
6,2,50,C7
6,3,51,C7
6,4,50,C7
7,1,51,Fj7
7,2,39,Fj7
7,3,50,Fj7
7,4,42,Fj7
8,1,50,Fj7
8,2,50,Fj7
8,3,37,Fj7
8,4,37,Fj7
9,1,52,Cj7911#
9,2,37,Cj7911#
9,3,39,Bb7911#
9,4,37,Bb7911#
10,1,41,Ab7911#
10,2,38,Ab7911#
10,3,50,Gbj7911#
10,4,47,Gbj7911#
11,1,48,Fj7
11,2,50,Fj7
11,3,51,Fj7
11,4,50,Fj7
12,1,37,D7
12,2,37,D7
12,3,33,D7
12,4,51,D7
13,1,50,G-
13,2,50,G-
13,3,37,G-
13,4,50,G-
14,1,50,C7
14,2,50,C7
14,3,47,C7
14,4,50,C7
15,1,48,Fj7
15,2,50,Fj7
15,3,51,Fj7
15,4,50,Fj7
16,1,50,Fj7
16,2,43,Fj7
16,3,37,Fj7
16,4,50,Fj7
17,1,44,Bb-7
17,2,44,Bb-7
17,3,50,Bb-7
17,4,44,Bb-7
18,1,44,Eb7
18,2,44,Eb7
18,3,44,Eb7
18,4,41,Eb7
19,1,51,Bbo
19,2,51,Bbo
19,3,37,Bb-7
19,4,51,Bb-7
20,1,37,Ab
20,2,37,Ab
20,3,41,Ab
20,4,51,Ab
21,1,51,A-7
21,2,51,A-7
21,3,49,A-7
21,4,37,A-7
22,1,44,D7
22,2,50,D7
22,3,50,D7
22,4,51,D7
23,1,50,G7
23,2,50,G7
23,3,50,G7
23,4,50,G7
24,1,50,C7
24,2,50,C7
24,3,50,C7
24,4,50,C7
25,1,50,F
25,2,50,F
25,3,44,F
25,4,44,F
26,1,37,F7
26,2,50,F7
26,3,51,F7
26,4,50,F7
27,1,51,A-
27,2,50,A-
27,3,50,A-
27,4,50,A-
28,1,43,D7
28,2,37,D7
28,3,33,D7
28,4,51,D7
29,1,50,G-
29,2,50,G-
29,3,37,G-
29,4,50,G-
30,1,50,C7
30,2,50,C7
30,3,44,C7
30,4,44,C7
31,1,50,Fj7
31,2,37,Fj7
31,3,33,Fj7
31,4,51,Fj7
32,1,50,Fj7
32,2,50,Fj7
32,3,50,Fj7
32,4,49,Fj7
33,1,43,F
33,2,48,F
33,3,50,F
33,4,50,F
34,1,38,F7
34,2,41,F7
34,3,44,F7
34,4,44,F7
35,1,44,A-
35,2,39,A-
35,3,50,A-
35,4,41,A-
36,1,51,D7
36,2,48,D7
36,3,45,D7
36,4,51,D7
37,1,50,G-
37,2,50,G-
37,3,41,G-
37,4,50,G-
38,1,50,C7
38,2,42,C7
38,3,37,C7
38,4,42,C7
39,1,37,Fj7
39,2,44,Fj7
39,3,50,Fj7
39,4,51,Fj7
40,1,50,Fj7
40,2,50,Fj7
40,3,42,Fj7
40,4,43,Fj7
41,1,43,Cj7911#
41,2,43,Cj7911#
41,3,38,Bb7911#
41,4,51,Bb7911#
42,1,44,Ab7911#
42,2,43,Ab7911#
42,3,37,Gbj7911#
42,4,43,Gbj7911#
43,1,41,Fj7
43,2,37,Fj7
43,3,50,Fj7
43,4,47,Fj7
44,1,45,D7
44,2,47,D7
44,3,48,D7
44,4,51,D7
45,1,51,G-
45,2,50,G-
45,3,50,G-
45,4,50,G-
46,1,42,C7
46,2,42,C7
46,3,42,C7
46,4,51,C7
47,1,42,Fj7
47,2,42,Fj7
47,3,37,Fj7
47,4,50,Fj7
48,1,51,Fj7
48,2,50,Fj7
48,3,37,Fj7
48,4,50,Fj7
49,1,50,Bb-7
49,2,41,Bb-7
49,3,44,Bb-7
49,4,44,Bb-7
50,1,44,Eb7
50,2,47,Eb7
50,3,50,Eb7
50,4,50,Eb7
51,1,50,Bbo
51,2,51,Bbo
51,3,50,Bb-7
51,4,44,Bb-7
52,1,44,Ab
52,2,43,Ab
52,3,50,Ab
52,4,51,Ab
53,1,51,A-7
53,2,33,A-7
53,3,47,A-7
53,4,48,A-7
54,1,48,D7
54,2,51,D7
54,3,51,D7
54,4,51,D7
55,1,50,G7
55,2,50,G7
55,3,41,G7
55,4,42,G7
56,1,50,C7
56,2,42,C7
56,3,42,C7
56,4,44,C7
57,1,50,F
57,2,41,F
57,3,37,F
57,4,37,F
58,1,43,F7
58,2,44,F7
58,3,37,F7
58,4,51,F7
59,1,33,A-
59,2,48,A-
59,3,37,A-
59,4,37,A-
60,1,44,D7
60,2,50,D7
60,3,50,D7
60,4,50,D7
61,1,41,G-
61,2,50,G-
61,3,50,G-
61,4,50,G-
62,1,50,C7
62,2,41,C7
62,3,38,C7
62,4,50,C7
63,1,50,Fj7
63,2,37,Fj7
63,3,45,Fj7
63,4,51,Fj7
64,1,50,Fj7
64,2,50,Fj7
64,3,50,Fj7
64,4,41,Fj7
65,1,44,Fj7
65,2,44,Fj7
65,3,52,Fj7
65,4,42,Fj7
