bar,beat,note,chord
1,1,47,Eb
1,2,34,Eb
1,3,42,Eb
1,4,42,Eb
2,1,42,D7
2,2,47,D7
2,3,42,D7
2,4,47,D7
3,1,42,Eb
3,2,34,Eb
3,3,50,Eb
3,4,42,Eb
4,1,47,C+7
4,2,47,C+7
4,3,50,C7
4,4,42,C7
5,1,51,F7
5,2,42,F7
5,3,51,F7
5,4,51,F7
6,1,47,Bb7
6,2,51,Bb7
6,3,47,Bb7
6,4,34,Bb7
7,1,47,Eb
7,2,42,Eb
7,3,50,Eb
7,4,42,Eb
8,1,47,Bb7
8,2,47,Bb7
8,3,47,Bb7
8,4,47,Bb7
9,1,42,Eb
9,2,34,Eb
9,3,34,Eb
9,4,34,Eb
10,1,47,D7
10,2,42,D7
10,3,47,D7
10,4,42,D7
11,1,50,Eb
11,2,47,Eb
11,3,34,Eb
11,4,47,Eb
12,1,47,C+7
12,2,50,C+7
12,3,42,C7
12,4,42,C7
13,1,47,F7
13,2,47,F7
13,3,42,F7
13,4,42,F7
14,1,42,Bb7
14,2,42,Bb7
14,3,42,Bb7
14,4,37,Bb7
15,1,50,F-7
15,2,50,F-7
15,3,42,Bb7
15,4,42,Bb7
16,1,34,Eb
16,2,42,Eb
16,3,42,Eb
16,4,47,Eb
17,1,47,Eb
17,2,50,Eb
17,3,42,Eb
