bar,beat,note,chord
1,1,43,C-7
1,2,42,C-7
1,3,41,C-7
1,4,41,C-7
2,1,52,Am7b5
2,2,40,Am7b5
2,3,39,Abj7
2,4,39,Abj7
3,1,40,Am7b5
3,2,42,Am7b5
3,3,45,D7
3,4,40,D7
4,1,45,Dm7b5
4,2,39,Dm7b5
4,3,38,G7
4,4,42,G7
5,1,43,C-7
5,2,42,C-7
5,3,41,C-7
5,4,41,C-7
6,1,52,Am7b5
6,2,40,Am7b5
6,3,40,Abj7
6,4,39,Abj7
7,1,45,Dm7b5
7,2,43,Dm7b5
7,3,42,G+7
7,4,38,G+7
8,1,43,C-7
8,2,42,C-7
8,3,45,G7
8,4,50,G7
9,1,43,C-7
9,2,42,C-7
9,3,41,C-7
9,4,51,C-7
10,1,52,Am7b5
10,2,40,Am7b5
10,3,39,Abj7
10,4,43,Abj7
11,1,40,Am7b5
11,2,41,Am7b5
11,3,43,D7
11,4,45,D7
12,1,45,Dm7b5
12,2,40,Dm7b5
12,3,45,G7
12,4,38,G7
13,1,43,C-7
13,2,42,C-7
13,3,41,C-7
13,4,41,C-7
14,1,52,Am7b5
14,2,40,Am7b5
14,3,51,Abj7
14,4,40,Abj7
15,1,45,Dm7b5
15,2,43,Dm7b5
15,3,42,G+7
15,4,38,G+7
16,1,43,C-7
16,2,45,C-7
16,3,34,C-7
16,4,43,C-7
17,1,45,Dm7b5
17,2,50,G7
17,3,43,C-7
17,4,41,C-7
18,1,40,Am7b5
18,2,45,D7
18,3,38,G7
18,4,41,C-7
19,1,40,Am7b5
19,2,38,Am7b5
19,3,37,D7
19,4,45,D7
20,1,51,Dm7b5
20,2,45,Dm7b5
20,3,50,G7
20,4,51,G7
21,1,33,Dm7b5
21,2,50,G7
21,3,43,C-7
21,4,41,C-7
22,1,40,Am7b5
22,2,45,D7
22,3,38,G+7
22,4,43,Eb7
23,1,45,Dm7b5
23,2,51,Dm7b5
23,3,50,G+7
23,4,38,G+7
24,1,43,G7
24,2,37,G7
24,3,37,G+7
24,4,42,G+7
25,1,43,C-7
25,2,40,C-7
25,3,41,C-7
25,4,42,C-7
26,1,52,Am7b5
26,2,37,Am7b5
26,3,51,Abj7
26,4,38,Abj7
27,1,52,Am7b5
27,2,38,Am7b5
27,3,38,D7
27,4,52,D7
28,1,42,Dm7b5
28,2,51,Dm7b5
28,3,50,G7
28,4,44,G7
29,1,43,C-7
29,2,50,C-7
29,3,41,C-7
29,4,41,C-7
30,1,52,Am7b5
30,2,40,Am7b5
30,3,39,Abj7
30,4,43,Abj7
31,1,45,Dm7b5
31,2,51,Dm7b5
31,3,50,G+7
31,4,42,G+7
32,1,43,C-7
32,2,42,C-7
32,3,45,C-7
32,4,50,C-7
33,1,43,C-7
33,2,50,C-7
33,3,50,C-7
33,4,40,C-7
34,1,40,Am7b5
34,2,40,Am7b5
34,3,39,Abj7
34,4,39,Abj7
35,1,40,Am7b5
35,2,40,Am7b5
35,3,45,D7
35,4,52,D7
36,1,45,Dm7b5
36,2,51,Dm7b5
36,3,50,G7
36,4,42,G7
37,1,43,C-7
37,2,43,C-7
37,3,41,C-7
37,4,41,C-7
38,1,40,Am7b5
38,2,40,Am7b5
38,3,39,Abj7
38,4,39,Abj7
39,1,45,Dm7b5
39,2,45,Dm7b5
39,3,50,G+7
39,4,50,G+7
40,1,43,C-7
40,2,42,C-7
40,3,43,G79#
40,4,33,G79#
41,1,45,C-7
41,2,43,C-7
41,3,41,C-7
41,4,41,C-7
42,1,40,Am7b5
42,2,40,Am7b5
42,3,39,Abj7
42,4,39,Abj7
43,1,40,Am7b5
43,2,42,Am7b5
43,3,45,D7
43,4,52,D7
44,1,51,Dm7b5
44,2,51,Dm7b5
44,3,50,G7
44,4,38,G7
45,1,43,C-7
45,2,42,C-7
45,3,41,C-7
45,4,41,C-7
46,1,52,Am7b5
46,2,40,Am7b5
46,3,39,Abj7
46,4,39,Abj7
47,1,45,Dm7b5
47,2,39,Dm7b5
47,3,38,G+7
47,4,44,G+7
48,1,43,C-7
48,2,50,C-7
48,3,43,C-7
48,4,44,C-7
49,1,45,Dm7b5
49,2,50,G7
49,3,43,C-7
49,4,41,C-7
50,1,40,Am7b5
50,2,45,D7
50,3,38,G+7
50,4,39,C-7
51,1,40,Am7b5
51,2,41,Am7b5
51,3,43,D7
51,4,45,D7
52,1,45,Dm7b5
52,2,45,Dm7b5
52,3,48,G7
52,4,50,G7
53,1,45,Dm7b5
53,2,50,G7
53,3,43,C-7
53,4,40,C-7
54,1,52,Am7b5
54,2,49,D7
54,3,50,G+7
54,4,51,Eb7
55,1,51,Dm7b5
55,2,48,Dm7b5
55,3,50,G7
55,4,42,G7
56,1,43,C-7
56,2,42,C-7
56,3,45,G+7
56,4,50,G+7
57,1,43,C-7
57,2,42,C-7
57,3,41,C-7
57,4,41,C-7
58,1,40,Am7b5
58,2,40,Am7b5
58,3,39,Abj7
58,4,39,Abj7
59,1,45,Am7b5
59,2,45,Am7b5
59,3,48,D7
59,4,38,D7
60,1,41,Dm7b5
60,2,51,Dm7b5
60,3,45,G7
60,4,50,G7
61,1,43,C-7
61,2,42,C-7
61,3,41,C-7
61,4,43,C-7
62,1,40,Am7b5
62,2,38,Am7b5
62,3,39,Abj7
62,4,43,Abj7
63,1,45,Dm7b5
63,2,51,Dm7b5
63,3,50,G+7
63,4,50,G+7
64,1,45,C-7
64,2,45,C-7
64,3,50,G7
64,4,50,G7
65,1,43,C-7
65,2,42,C-7
65,3,41,C-7
65,4,41,C-7
