bar,beat,note,chord
1,1,38,G-7
1,2,40,G-7
1,3,41,G-7
1,4,42,G-7
2,1,40,Eb79
2,2,44,Eb79
2,3,45,D79b
2,4,50,D79b
3,1,50,G-7
3,2,50,G-7
3,3,37,G-7
3,4,37,G-7
4,1,37,Eb79
4,2,37,Eb79
4,3,47,D79b
4,4,45,D79b
5,1,50,G-6
5,2,47,G-6
5,3,50,G-6
5,4,47,G-6
6,1,47,Eb7
6,2,40,Eb7
6,3,45,D79#
6,4,49,D79#
7,1,50,G-7
7,2,50,G-7
7,3,50,G-7
7,4,50,G-7
8,1,37,Eb7
8,2,37,Eb7
8,3,37,D79#
8,4,50,D79#
9,1,37,G-7
9,2,49,G-7
9,3,37,G-7
9,4,49,G-7
10,1,49,Eb79
10,2,37,Eb79
10,3,37,D79b
10,4,37,D79b
11,1,37,G-7
11,2,37,G-7
11,3,37,G-7
11,4,37,G-7
12,1,37,Eb79
12,2,50,Eb79
12,3,50,D79b
12,4,50,D79b
13,1,50,G-6
13,2,50,G-6
13,3,50,G-6
13,4,50,G-6
14,1,37,Eb7
14,2,40,Eb7
14,3,45,D79#
14,4,50,D79#
15,1,48,G-7
15,2,50,G-7
15,3,50,G-7
15,4,42,G-7
16,1,47,F-7
16,2,42,F-7
16,3,42,Bb7
16,4,49,Bb7
17,1,45,Eb6
17,2,45,Eb6
17,3,48,F-7
17,4,45,F-7
18,1,50,G-7
18,2,50,G-7
18,3,51,F-
18,4,37,F-
19,1,49,Eb6
19,2,40,Eb6
19,3,49,F-7
19,4,49,F-7
20,1,50,G-7
20,2,47,G-7
20,3,48,F-7
20,4,45,F-7
21,1,42,Eb6
21,2,40,Eb6
21,3,37,F-7
21,4,37,F-7
22,1,37,G-7
22,2,40,G-7
22,3,42,C79b
22,4,42,C79b
23,1,48,F-6
23,2,43,F-6
23,3,47,Bb7
23,4,40,Bb7
24,1,40,A79b
24,2,44,A79b
24,3,45,D79#
24,4,50,D79#
25,1,50,G-7
25,2,50,G-7
25,3,50,G-7
25,4,50,G-7
26,1,37,Eb79
26,2,37,Eb79
26,3,37,D79b
26,4,37,D79b
27,1,37,G-7
27,2,37,G-7
27,3,37,G-7
27,4,37,G-7
28,1,42,Eb79
28,2,49,Eb79
28,3,49,D79b
28,4,50,D79b
29,1,50,G-6
29,2,37,G-6
29,3,50,G-6
29,4,50,G-6
30,1,50,Eb7
30,2,40,Eb7
30,3,45,D79#
30,4,50,D79#
31,1,50,G-7
31,2,47,G-7
31,3,47,G-7
31,4,47,G-7
32,1,47,Eb7
32,2,42,Eb7
32,3,37,D79b
32,4,37,D79b
33,1,37,G-7
33,2,40,G-7
33,3,41,G-7
33,4,43,G-7
34,1,45,Eb79
34,2,47,Eb79
34,3,48,D79b
34,4,49,D79b
35,1,50,G-7
35,2,37,G-7
35,3,37,G-7
35,4,37,G-7
36,1,42,Eb79
36,2,37,Eb79
36,3,38,D79b
36,4,49,D79b
37,1,37,G-6
37,2,37,G-6
37,3,37,G-6
37,4,48,G-6
38,1,37,Eb7
38,2,40,Eb7
38,3,45,D79#
38,4,49,D79#
39,1,38,G-7
39,2,40,G-7
39,3,45,G-7
39,4,45,G-7
40,1,39,Eb7
40,2,40,Eb7
40,3,45,D79#
40,4,37,D79#
41,1,50,G-7
41,2,37,G-7
41,3,37,G-7
41,4,37,G-7
42,1,37,Eb79
42,2,37,Eb79
42,3,37,D79b
42,4,37,D79b
43,1,37,G-7
43,2,50,G-7
43,3,48,G-7
43,4,37,G-7
44,1,37,Eb79
44,2,37,Eb79
44,3,42,D79b
44,4,37,D79b
45,1,42,G-6
45,2,37,G-6
45,3,49,G-6
45,4,37,G-6
46,1,50,Eb7
46,2,50,Eb7
46,3,50,D79#
46,4,40,D79#
47,1,37,G-7
47,2,43,G-7
47,3,48,G-7
47,4,50,G-7
48,1,47,F-7
48,2,50,F-7
48,3,50,Bb7
48,4,37,Bb7
49,1,37,Eb6
49,2,47,Eb6
49,3,50,F-7
49,4,50,F-7
50,1,49,G-7
50,2,50,G-7
50,3,37,F-
50,4,37,F-
51,1,37,Eb6
51,2,42,Eb6
51,3,37,F-7
51,4,50,F-7
52,1,42,G-7
52,2,50,G-7
52,3,50,F-7
52,4,50,F-7
53,1,47,Eb6
53,2,48,Eb6
53,3,50,F-7
53,4,50,F-7
54,1,50,G-7
54,2,50,G-7
54,3,45,C79b
54,4,37,C79b
55,1,37,F-6
55,2,43,F-6
55,3,47,Bb7
55,4,40,Bb7
56,1,40,A79b
56,2,37,A79b
56,3,45,D79#
56,4,49,D79#
57,1,50,G-7
57,2,50,G-7
57,3,50,G-7
57,4,50,G-7
58,1,50,Eb79
58,2,50,Eb79
58,3,50,D79b
58,4,37,D79b
59,1,37,G-7
59,2,37,G-7
59,3,50,G-7
59,4,50,G-7
60,1,37,Eb79
60,2,37,Eb79
60,3,37,D79b
60,4,37,D79b
61,1,40,G-6
61,2,37,G-6
61,3,37,G-6
61,4,37,G-6
62,1,38,Eb7
62,2,37,Eb7
62,3,37,D79#
62,4,37,D79#
63,1,37,G-6
63,2,37,G-6
63,3,37,G-6
63,4,37,G-6
64,1,37,G-6
64,2,40,G-6
64,3,45,G-6
64,4,49,G-6
65,1,50,G-6
65,2,50,G-6
65,3,50,G-6
65,4,37,G-6
66,1,42,G-6
