bar,beat,note,chord
1,1,37,C69
1,2,43,C69
1,3,45,C69
1,4,45,C69
2,1,47,E-7
2,2,47,E-7
2,3,52,A7
2,4,52,A7
3,1,45,D-7
3,2,38,D-7
3,3,38,G7
3,4,38,G7
4,1,43,C69
4,2,47,C69
4,3,45,C69
4,4,50,C69
5,1,43,C69
5,2,43,C69
5,3,44,C69
5,4,48,C69
6,1,47,E-7
6,2,50,E-7
6,3,44,A7
6,4,47,A7
7,1,44,D-7
7,2,38,D-7
7,3,37,G7
7,4,42,G7
8,1,43,C69
8,2,47,C69
8,3,44,C69
8,4,50,C69
9,1,47,Em7b5
9,2,47,Em7b5
9,3,50,Em7b5
9,4,51,Em7b5
10,1,52,A79#
10,2,43,A79#
10,3,43,A79#
10,4,47,A79#
11,1,45,D-7
11,2,47,D-7
11,3,48,D-7
11,4,37,D-7
12,1,50,G7
12,2,42,G7
12,3,38,G7
12,4,42,G7
13,1,43,C69
13,2,43,C69
13,3,47,C7/E
13,4,38,C7/E
14,1,48,F
14,2,48,F
14,3,49,F#o
14,4,38,F#o
15,1,50,C/G
15,2,48,C/G
15,3,47,G7
15,4,52,G7
16,1,44,C79
16,2,50,C79
16,3,42,C79
16,4,44,C79
17,1,43,C69
17,2,42,C69
17,3,43,C69
17,4,44,C69
18,1,47,E-7
18,2,50,E-7
18,3,43,A7
18,4,47,A7
19,1,44,D-7
19,2,43,D-7
19,3,43,G7
19,4,44,G7
20,1,38,C69
20,2,42,C69
20,3,44,C69
20,4,43,C69
21,1,43,C69
21,2,47,C69
21,3,44,C69
21,4,50,C69
22,1,47,E-7
22,2,50,E-7
22,3,44,A7
22,4,47,A7
23,1,44,D-7
23,2,44,D-7
23,3,38,G7
23,4,42,G7
24,1,43,C69
24,2,47,C69
24,3,44,C69
24,4,50,C69
25,1,47,Em7b5
25,2,47,Em7b5
25,3,44,Em7b5
25,4,43,Em7b5
26,1,44,A79#
26,2,52,A79#
26,3,44,A79#
26,4,47,A79#
27,1,44,D-7
27,2,43,D-7
27,3,42,D-7
27,4,44,D-7
28,1,37,G7
28,2,42,G7
28,3,38,G7
28,4,44,G7
29,1,43,C69
29,2,43,C69
29,3,44,C7/E
29,4,50,C7/E
30,1,48,F
30,2,48,F
30,3,49,F#o
30,4,38,F#o
31,1,50,C/G
31,2,48,C/G
31,3,47,G7
31,4,50,G7
32,1,42,C79
32,2,44,C79
32,3,39,C79
32,4,42,C79
33,1,43,C69
33,2,43,C69
33,3,44,C69
33,4,50,C69
34,1,47,E-7
34,2,50,E-7
34,3,44,A7
34,4,47,A7
35,1,44,D-7
35,2,38,D-7
35,3,38,G7
35,4,42,G7
36,1,43,C69
36,2,47,C69
36,3,44,C69
36,4,44,C69
37,1,43,C69
37,2,42,C69
37,3,43,C69
37,4,50,C69
38,1,47,E-7
38,2,50,E-7
38,3,44,A7
38,4,47,A7
39,1,45,D-7
39,2,38,D-7
39,3,38,G7
39,4,40,G7
40,1,43,C69
40,2,47,C69
40,3,44,C69
40,4,50,C69
41,1,47,Em7b5
41,2,48,Em7b5
41,3,50,Em7b5
41,4,51,Em7b5
42,1,38,A79#
42,2,43,A79#
42,3,43,A79#
42,4,47,A79#
43,1,44,D-7
43,2,47,D-7
43,3,47,D-7
43,4,49,D-7
44,1,50,G7
44,2,42,G7
44,3,42,G7
44,4,42,G7
45,1,43,C69
45,2,43,C69
45,3,47,C7/E
45,4,52,C7/E
46,1,48,F
46,2,48,F
46,3,37,F#o
46,4,38,F#o
47,1,44,C/G
47,2,50,C/G
47,3,42,G7
47,4,45,G7
48,1,38,C79
48,2,42,C79
48,3,44,C79
48,4,42,C79
49,1,43,C69
49,2,44,C69
49,3,50,C69
49,4,48,C69
50,1,47,E-7
50,2,50,E-7
50,3,44,A7
50,4,47,A7
51,1,45,D-7
51,2,38,D-7
51,3,38,G7
51,4,42,G7
52,1,43,C69
52,2,47,C69
52,3,45,C69
52,4,38,C69
53,1,42,C69
53,2,42,C69
53,3,43,C69
53,4,50,C69
54,1,47,E-7
54,2,50,E-7
54,3,44,A7
54,4,47,A7
55,1,44,D-7
55,2,38,D-7
55,3,38,G7
55,4,42,G7
56,1,43,C69
56,2,47,C69
56,3,44,C69
56,4,50,C69
57,1,47,Em7b5
57,2,50,Em7b5
57,3,44,Em7b5
57,4,47,Em7b5
58,1,52,A79#
58,2,44,A79#
58,3,47,A79#
58,4,37,A79#
59,1,44,D-7
59,2,47,D-7
59,3,48,D-7
59,4,37,D-7
60,1,50,G7
60,2,50,G7
60,3,42,G7
60,4,44,G7
61,1,43,C69
61,2,43,C69
61,3,47,C7/E
61,4,47,C7/E
62,1,48,F
62,2,48,F
62,3,49,F#o
62,4,49,F#o
63,1,50,C/G
63,2,48,C/G
63,3,47,G7
63,4,50,G7
64,1,43,C79
64,2,44,C79
64,3,38,C79
64,4,42,C79
65,1,43,C79
65,2,43,C79
65,3,44,C79
65,4,50,C79
66,1,47,E-7
66,2,50,E-7
66,3,44,A7
66,4,47,A7
67,1,44,D-7
67,2,45,D-7
