bar,beat,note,chord
1,1,48,F6
1,2,37,F6
1,3,42,F6
1,4,43,F6
2,1,34,Eb-7
2,2,40,Eb-7
2,3,51,Ab7
2,4,33,Ab7
3,1,44,Dbj7
3,2,48,Dbj7
3,3,51,Dbj7
3,4,51,Dbj7
4,1,50,Gm7b5
4,2,48,Gm7b5
4,3,47,C7
4,4,43,C7
5,1,48,F-7
5,2,50,F-7
5,3,45,Dm7b5
5,4,48,Dm7b5
6,1,50,Gm7b5
6,2,48,Gm7b5
6,3,47,C7
6,4,43,C7
7,1,48,F-6
7,2,52,F-6
7,3,42,F-6
7,4,44,F-6
8,1,45,Dm7b5
8,2,48,Dm7b5
8,3,50,G7
8,4,50,G7
9,1,43,C6
9,2,38,C6
9,3,38,C6
9,4,50,C6
10,1,41,Bb-7
10,2,41,Bb-7
10,3,34,Eb7
10,4,34,Eb7
11,1,51,Abj7
11,2,41,Abj7
11,3,43,Abj7
11,4,51,Abj7
12,1,45,Dm7b5
12,2,43,Dm7b5
12,3,42,G7
12,4,50,G7
13,1,43,C-7
13,2,50,C-7
13,3,38,Am7b5
13,4,51,Am7b5
14,1,33,Dm7b5
14,2,43,Dm7b5
14,3,42,G7
14,4,42,G7
15,1,43,C6
15,2,43,C6
15,3,42,A-7
