bar,beat,note,chord
1,1,42,Eb-7
1,2,34,Eb-7
1,3,41,Bb79b
1,4,41,Bb79b
2,1,51,Absus7
2,2,51,Absus7
2,3,45,Ab7
2,4,45,Ab7
3,1,44,Dbj7
3,2,44,Dbj7
3,3,51,Gb7
3,4,34,Gb7
4,1,48,F-7
4,2,42,F-7
4,3,47,Eo7
4,4,52,Eo7
5,1,42,Eb-7
5,2,42,Eb-7
5,3,41,Eb-7
5,4,41,Eb-7
6,1,51,Cm7b5
6,2,47,Cm7b5
6,3,42,B7
6,4,42,B7
7,1,41,Bb-7
7,2,42,Eb7
7,3,45,Eb-7
7,4,37,Ab7
8,1,44,Db6
8,2,48,Db6
8,3,47,Bb7
8,4,42,Bb7
9,1,42,Eb-7
9,2,41,Eb-7
9,3,41,Bb79b
9,4,41,Bb79b
10,1,42,Eb-7
10,2,50,Eb-7
10,3,45,D7
10,4,51,D7
11,1,44,Dbj7
11,2,50,Dbj7
11,3,42,Gb7
11,4,50,Gb7
12,1,48,F-7
12,2,51,F-7
12,3,47,Eo7
12,4,52,Eo7
13,1,42,Eb-7
13,2,42,Eb-7
13,3,41,Eb-7
13,4,42,Eb-7
14,1,51,Cm7b5
14,2,48,Cm7b5
14,3,42,B7
14,4,42,B7
15,1,42,Bb-7
15,2,42,Bb-7
15,3,45,D7
15,4,37,D7
16,1,44,Db6
16,2,44,Db6
16,3,52,E-7
16,4,41,A7
17,1,42,Dj7
17,2,37,Dj7
17,3,47,E-7
17,4,47,E-7
18,1,48,F#-7
18,2,52,F#-7
18,3,50,G-7
18,4,41,C7
19,1,52,F#-7
19,2,42,B7
19,3,42,E-7
19,4,41,A7
20,1,45,Dj7
20,2,47,Dj7
20,3,37,Dj7
20,4,52,Dj7
21,1,45,D-7
21,2,50,D-7
21,3,44,G7
21,4,50,G7
22,1,43,Cj7
22,2,47,Cj7
22,3,42,Ebo
22,4,51,Ebo
23,1,42,D-7
23,2,52,D-7
23,3,51,G7
23,4,41,G7
24,1,42,C7
24,2,42,B7
24,3,42,Bb7
24,4,47,Bb7
25,1,42,Eb-7
25,2,42,Eb-7
25,3,41,Bb79b
25,4,42,Bb79b
26,1,42,Eb-7
26,2,42,Eb-7
26,3,45,D7
26,4,42,D7
27,1,44,Dbj7
27,2,51,Dbj7
27,3,51,Gb7
27,4,51,Gb7
28,1,48,F-7
28,2,51,F-7
28,3,47,Eo7
28,4,42,Eo7
29,1,42,Eb-7
29,2,42,Eb-7
29,3,42,Eb-7
29,4,42,Eb-7
30,1,42,Cm7b5
30,2,42,Cm7b5
30,3,42,B7911#
30,4,48,F7
31,1,41,Bb-7
31,2,42,NC
31,3,41,NC
31,4,42,NC
32,1,42,NC
32,2,42,NC
32,3,42,NC
32,4,42,NC
33,1,42,NC
33,2,42,NC
33,3,42,NC
33,4,42,NC
34,1,42,NC
34,2,42,NC
34,3,42,NC
34,4,41,NC
35,1,44,Db6
35,2,41,Db6
35,3,41,Db6
35,4,41,Db6
