bar,beat,note,chord
1,1,48,F6
1,2,38,F6
1,3,51,D7
1,4,45,D7
2,1,38,G-7
2,2,38,G-7
2,3,42,C7
2,4,38,NC
3,1,38,G-7
3,2,47,G-7
3,3,43,C7
3,4,38,NC
4,1,48,F6
4,2,40,F6
4,3,45,F6
4,4,43,F6
5,1,48,F7
5,2,38,F7
5,3,38,F7
5,4,48,NC
6,1,38,Bb6
6,2,38,Bb6
6,3,38,Gm7b5
6,4,48,Gm7b5
7,1,47,C7
7,2,43,C7
7,3,45,C7
7,4,47,C7
8,1,38,F6
8,2,51,F6
8,3,38,C7
8,4,43,C7
9,1,43,F6
9,2,40,F6
9,3,40,D7
9,4,51,D7
10,1,38,G-7
10,2,48,G-7
10,3,47,C7
10,4,45,C7
11,1,43,G-7
11,2,38,G-7
11,3,38,C7
11,4,43,C7
12,1,48,F6
12,2,50,F6
12,3,38,F6
12,4,43,F6
13,1,43,F7
13,2,48,F7
13,3,50,F7
13,4,38,F7
14,1,38,Bb6
14,2,38,Bb6
14,3,45,Gm7b5
14,4,38,Gm7b5
15,1,43,C7
15,2,38,C7
15,3,50,C7
15,4,43,C7
16,1,38,F6
16,2,38,F6
16,3,38,F6
16,4,43,F6
17,1,40,Bb
17,2,40,Bb
17,3,42,Bo
17,4,42,Bo
18,1,43,F/C
18,2,38,F/C
18,3,38,D7
18,4,51,D7
19,1,50,G-7
19,2,50,G-7
19,3,37,C7
19,4,49,C7
20,1,48,F6
20,2,40,F6
20,3,45,F7
20,4,43,F7
21,1,38,Bb
21,2,38,Bb
21,3,42,Bo
21,4,42,Bo
22,1,43,F/C
22,2,45,F/C
22,3,47,D7
22,4,48,D7
23,1,52,Am7b5
23,2,38,Am7b5
23,3,38,D7
23,4,38,D7
24,1,38,G-7
24,2,42,G-7
24,3,42,C7
24,4,43,C7
25,1,47,F6
25,2,38,F6
25,3,51,D7
25,4,45,D7
26,1,38,G-7
26,2,38,G-7
26,3,43,C7
26,4,38,C7
27,1,38,G-7
27,2,43,G-7
27,3,38,C7
27,4,38,C7
28,1,38,F6
28,2,38,F6
28,3,43,F6
28,4,43,F6
29,1,48,F7
29,2,50,F7
29,3,38,F7
29,4,38,F7
30,1,38,Bb6
30,2,45,Bb6
30,3,38,Gm7b5
30,4,47,Gm7b5
31,1,47,C7
31,2,43,C7
31,3,38,C7
31,4,47,C7
32,1,48,F6
32,2,38,F6
32,3,38,F6
32,4,43,F6
33,1,38,F6
