bar,beat,note,chord
1,1,48,Gj7
1,2,40,Gj7
1,3,43,Gj7
1,4,45,Gj7
2,1,48,Gj7
2,2,52,Gj7
2,3,43,Gj7
2,4,42,Gj7
3,1,44,Bb-7
3,2,51,Bb-7
3,3,44,Bb-7
3,4,42,Bb-7
4,1,51,Eb7
4,2,45,Eb7
4,3,44,Eb7
4,4,44,Eb7
5,1,48,Gj7
5,2,40,Gj7
5,3,43,Gj7
5,4,45,Gj7
6,1,48,Gj7
6,2,43,Gj7
6,3,48,Gj7
6,4,48,Gj7
7,1,45,B-7
7,2,45,B-7
7,3,47,B-7
7,4,45,B-7
8,1,45,E79b
8,2,48,E79b
8,3,37,E79b
8,4,45,E79b
9,1,50,A-7
9,2,42,A-7
9,3,41,A-7
9,4,50,A-7
10,1,44,E79b
10,2,40,E79b
10,3,45,E79b
10,4,38,E79b
11,1,38,A-7
11,2,42,A-7
11,3,38,A-7
11,4,45,A-7
12,1,34,A-7
12,2,34,A-7
12,3,50,A-7
12,4,34,A-7
13,1,52,Eb7
13,2,52,Eb7
13,3,51,Eb7
13,4,51,Eb7
14,1,50,Eb7
14,2,38,Eb7
14,3,43,Eb7
14,4,43,Eb7
15,1,43,NC
15,2,48,NC
15,3,48,NC
15,4,39,NC
16,1,40,NC
16,2,38,NC
16,3,48,NC
16,4,48,NC
