bar,beat,note,chord
1,1,42,G-7
1,2,42,G-7
1,3,42,C7
1,4,42,C7
2,1,40,G-7
2,2,38,G-7
2,3,42,C7
2,4,41,C7
3,1,40,G-7
3,2,40,G-7
3,3,40,C7
3,4,40,C7
4,1,42,G-7
4,2,40,G-7
4,3,40,C7
4,4,50,C7
5,1,47,F6
5,2,47,F6
5,3,45,D-7
5,4,43,D-7
6,1,42,G-7
6,2,42,G-7
6,3,44,C7
6,4,47,C7
7,1,47,F6
7,2,38,F6
7,3,50,F6
7,4,40,F6
8,1,38,A-7
8,2,45,A-7
8,3,47,D7
8,4,48,D7
9,1,50,G-7
9,2,41,G-7
9,3,38,C7
9,4,38,C7
10,1,38,G-7
10,2,38,G-7
10,3,38,C7
10,4,45,C7
11,1,50,G-7
11,2,40,G-7
11,3,40,C7
11,4,38,C7
12,1,42,G-7
12,2,42,G-7
12,3,50,C7
12,4,47,C7
13,1,48,F6
13,2,45,F6
13,3,43,D-7
13,4,48,D-7
14,1,42,G-7
14,2,43,G-7
14,3,45,C7
14,4,47,C7
15,1,48,F6
15,2,42,F6
15,3,50,F6
15,4,38,F6
16,1,43,F6
16,2,43,F6
16,3,38,F6
16,4,45,F6
17,1,48,F7
17,2,40,F7
17,3,45,F7
17,4,43,F7
18,1,45,C-7
18,2,47,C-7
18,3,48,F7
18,4,40,F7
19,1,42,Bb6
19,2,45,Bb6
19,3,43,Bb6
19,4,45,Bb6
20,1,45,Bb6
20,2,48,Bb6
20,3,41,Bb6
20,4,37,Bb6
21,1,50,G7
21,2,37,G7
21,3,42,G7
21,4,41,G7
22,1,50,G7
22,2,47,G7
22,3,47,G7
22,4,45,G7
23,1,45,C7
23,2,44,C7
23,3,42,C7
23,4,37,C7
24,1,50,C7
24,2,43,C7
24,3,42,C7
24,4,45,C7
25,1,37,G-7
25,2,38,G-7
25,3,38,C7
25,4,38,C7
26,1,40,G-7
26,2,41,G-7
26,3,42,C7
26,4,42,C7
27,1,40,G-7
27,2,50,G-7
27,3,38,C7
27,4,45,C7
28,1,50,G-7
28,2,43,G-7
28,3,45,C7
28,4,47,C7
29,1,48,F6
29,2,45,F6
29,3,43,D-7
29,4,48,D-7
30,1,42,G-7
30,2,43,G-7
30,3,45,C7
30,4,47,C7
31,1,48,F6
31,2,48,F6
31,3,50,F6
31,4,41,F6
32,1,37,A-7
32,2,50,A-7
32,3,49,D7
32,4,45,D7
33,1,50,G-7
33,2,40,G-7
33,3,41,C7
33,4,43,C7
34,1,44,G-7
34,2,44,G-7
34,3,42,C7
34,4,45,C7
35,1,50,C7
