bar,beat,note,chord
1,1,37,G7
1,2,37,G7
1,3,42,G7
1,4,37,G7
2,1,43,C7
2,2,37,C7
2,3,44,C#o
2,4,44,C#o
3,1,42,G7/D
3,2,37,G7/D
3,3,37,G7/D
3,4,37,G7/D
4,1,37,G7/D
4,2,42,G7/D
4,3,42,G7/D
4,4,42,G7/D
5,1,43,C7
5,2,37,C7
5,3,37,C7
5,4,37,C7
6,1,43,C7
6,2,37,C7
6,3,44,C7
6,4,44,C7
7,1,42,G7
7,2,42,G7
7,3,37,G7
7,4,37,G7
8,1,42,G7
8,2,37,G7
8,3,42,G7
8,4,37,G7
9,1,37,D7
9,2,49,D7
9,3,42,D7
9,4,37,D7
10,1,37,D7
10,2,37,D7
10,3,37,D7
10,4,37,D7
11,1,37,G7
11,2,37,G7
11,3,37,G7
11,4,37,G7
12,1,42,G7
12,2,40,G7
12,3,42,G7
12,4,37,G7
13,1,37,G7
13,2,37,G7
13,3,42,G7
13,4,42,G7
