bar,beat,note,chord
1,1,37,Em7b5
1,2,50,Em7b5
1,3,37,Em7b5
1,4,37,Em7b5
2,1,37,A7
2,2,38,A7
2,3,43,A7
2,4,37,A7
3,1,38,Dj7
3,2,44,Dj7
3,3,37,Dj7
3,4,52,Dj7
4,1,37,Dj7
4,2,37,Dj7
4,3,45,Dj7
4,4,50,Dj7
5,1,48,Em7b5
5,2,37,Em7b5
5,3,50,Em7b5
5,4,37,Em7b5
6,1,37,A7
6,2,44,A7
6,3,43,A7
6,4,43,A7
7,1,38,Dj7
7,2,43,Dj7
7,3,42,Dj7
7,4,42,Dj7
8,1,44,Dj7
8,2,49,Dj7
8,3,52,Dj7
8,4,40,Dj7
9,1,42,G#m7b5
9,2,42,G#m7b5
9,3,50,G#m7b5
9,4,50,G#m7b5
10,1,50,G-7
10,2,50,G-7
10,3,43,G-7
10,4,42,G-7
11,1,49,F#-7
11,2,49,F#-7
11,3,52,F#-7
11,4,37,F#-7
12,1,48,Fo7
12,2,48,Fo7
12,3,41,Fo7
12,4,41,Fo7
13,1,38,E-7
13,2,44,E-7
13,3,42,E-7
13,4,43,E-7
14,1,38,A7
14,2,50,A7
14,3,38,A7
14,4,37,A7
15,1,52,Dj7
15,2,40,Dj7
15,3,42,Dj7
15,4,42,Dj7
16,1,38,Dj7
16,2,42,Dj7
16,3,38,Dj7
16,4,50,Dj7
17,1,40,Em7b5
17,2,48,Em7b5
17,3,37,Em7b5
17,4,50,Em7b5
18,1,38,A7
18,2,38,A7
18,3,43,A7
18,4,38,A7
19,1,37,Dj7
19,2,50,Dj7
19,3,48,Dj7
19,4,38,Dj7
20,1,38,Dj7
20,2,38,Dj7
20,3,48,Dj7
20,4,48,Dj7
21,1,37,Em7b5
21,2,37,Em7b5
21,3,37,Em7b5
21,4,37,Em7b5
22,1,38,A7
22,2,44,A7
22,3,43,A7
22,4,43,A7
23,1,37,Dj7
23,2,50,Dj7
23,3,37,Dj7
23,4,52,Dj7
24,1,37,Dj7
24,2,37,Dj7
24,3,37,Dj7
24,4,52,Dj7
25,1,42,G#m7b5
25,2,42,G#m7b5
25,3,42,G#m7b5
25,4,42,G#m7b5
26,1,50,G-7
26,2,50,G-7
26,3,50,G-7
26,4,50,G-7
27,1,49,F#-7
27,2,49,F#-7
27,3,49,F#-7
27,4,49,F#-7
28,1,37,Fo7
28,2,37,Fo7
28,3,37,Fo7
28,4,37,Fo7
29,1,37,E-7
29,2,44,E-7
29,3,43,E-7
29,4,42,E-7
30,1,42,A7
30,2,38,A7
30,3,43,A7
30,4,38,A7
31,1,37,Dj7
31,2,41,Dj7
31,3,42,Dj7
31,4,38,Dj7
32,1,38,C7
32,2,42,C7
32,3,38,C7
32,4,50,C7
33,1,37,Fj7
33,2,48,Fj7
33,3,42,Fj7
33,4,42,Fj7
34,1,48,Fj7
34,2,37,Fj7
34,3,37,Fj7
34,4,52,Fj7
35,1,37,Dj7
35,2,37,Dj7
35,3,38,Dj7
35,4,43,Dj7
36,1,43,Dj7
36,2,37,Dj7
36,3,44,Dj7
36,4,37,Dj7
37,1,37,Fj7
37,2,37,Fj7
37,3,42,Fj7
37,4,37,Fj7
38,1,50,Fj7
38,2,38,Fj7
38,3,37,Fj7
38,4,38,Fj7
39,1,38,Dj7
39,2,48,Dj7
39,3,42,Dj7
39,4,37,Dj7
40,1,52,Dj7
40,2,50,Dj7
40,3,49,Dj7
40,4,44,Dj7
41,1,42,G#m7b5
41,2,42,G#m7b5
41,3,51,G#m7b5
41,4,51,G#m7b5
42,1,50,G-7
42,2,50,G-7
42,3,38,G-7
42,4,37,G-7
43,1,48,F#-7
43,2,49,F#-7
43,3,37,F#-7
43,4,48,F#-7
44,1,44,Fo7
44,2,37,Fo7
44,3,42,Fo7
44,4,37,Fo7
45,1,37,E-7
45,2,52,E-7
45,3,50,E-7
45,4,48,E-7
46,1,40,A7
46,2,38,A7
46,3,43,A7
46,4,37,A7
47,1,38,D6
47,2,50,D6
47,3,37,D6
47,4,37,D6
48,1,38,E7
48,2,38,E7
48,3,37,A7
48,4,50,A7
49,1,37,Em7b5
49,2,48,Em7b5
49,3,37,Em7b5
49,4,50,Em7b5
50,1,37,A7
50,2,37,A7
50,3,50,A7
50,4,38,A7
51,1,40,Dj7
51,2,42,Dj7
51,3,52,Dj7
51,4,38,Dj7
52,1,37,Dj7
52,2,38,Dj7
52,3,38,Dj7
52,4,38,Dj7
53,1,37,Em7b5
53,2,37,Em7b5
53,3,42,Em7b5
53,4,42,Em7b5
54,1,42,A7
54,2,38,A7
54,3,43,A7
54,4,42,A7
55,1,52,Dj7
55,2,50,Dj7
55,3,48,Dj7
55,4,52,Dj7
56,1,38,Dj7
56,2,38,Dj7
56,3,37,Dj7
56,4,50,Dj7
57,1,42,G#m7b5
57,2,42,G#m7b5
57,3,51,G#m7b5
57,4,50,G#m7b5
58,1,50,G-7
58,2,37,G-7
58,3,37,G-7
58,4,50,G-7
59,1,37,F#-7
59,2,37,F#-7
59,3,37,F#-7
59,4,42,F#-7
60,1,37,Fo7
60,2,50,Fo7
60,3,52,Fo7
60,4,40,Fo7
61,1,47,E-7
61,2,38,E-7
61,3,42,E-7
61,4,47,E-7
62,1,37,A7
62,2,50,A7
62,3,37,A7
62,4,48,A7
63,1,38,Dj7
63,2,44,Dj7
63,3,37,Dj7
63,4,37,Dj7
64,1,52,Dj7
64,2,50,Dj7
64,3,49,Dj7
64,4,44,Dj7
65,1,37,Em7b5
65,2,37,Em7b5
65,3,37,Em7b5
65,4,37,Em7b5
66,1,38,A7
66,2,37,A7
66,3,37,A7
66,4,38,A7
67,1,50,Dj7
67,2,48,Dj7
67,3,38,Dj7
67,4,52,Dj7
68,1,52,Dj7
68,2,37,Dj7
68,3,37,Dj7
68,4,52,Dj7
69,1,48,Em7b5
69,2,41,Em7b5
69,3,50,Em7b5
69,4,37,Em7b5
70,1,37,A7
70,2,37,A7
70,3,43,A7
70,4,43,A7
71,1,52,Dj7
71,2,38,Dj7
71,3,48,Dj7
71,4,37,Dj7
72,1,40,Dj7
72,2,50,Dj7
72,3,37,Dj7
72,4,44,Dj7
73,1,42,G#m7b5
73,2,42,G#m7b5
73,3,51,G#m7b5
73,4,51,G#m7b5
74,1,50,G-7
74,2,50,G-7
74,3,42,G-7
74,4,42,G-7
75,1,37,F#-7
75,2,37,F#-7
75,3,48,F#-7
75,4,48,F#-7
76,1,48,Fo7
76,2,38,Fo7
76,3,41,Fo7
76,4,40,Fo7
77,1,38,E-7
77,2,44,E-7
77,3,43,E-7
77,4,42,E-7
78,1,42,A7
78,2,38,A7
78,3,42,A7
78,4,42,A7
79,1,44,Dj7
79,2,37,Dj7
79,3,37,Dj7
79,4,50,Dj7
80,1,52,C7
80,2,42,C7
80,3,37,C7
80,4,37,C7
81,1,37,Fj7
81,2,37,Fj7
81,3,51,Fj7
81,4,50,Fj7
