bar,beat,note,chord,replaced,original_value
1,1,42,Eb-7,False,
1,2,34,Eb-7,False,
1,3,41,Bb79b,False,
1,4,41,Bb79b,False,
2,1,51,Absus7,False,
2,2,51,Absus7,False,
2,3,45,Ab7,False,
2,4,45,Ab7,False,
3,1,44,Dbj7,False,
3,2,44,Dbj7,False,
3,3,51,Gb7,False,
3,4,34,Gb7,False,
4,1,48,F-7,False,
4,2,42,F-7,False,
4,3,47,Eo7,False,
4,4,52,Eo7,False,
5,1,42,Eb-7,False,
5,2,42,Eb-7,False,
5,3,41,Eb-7,False,
5,4,41,Eb-7,False,
6,1,51,Cm7b5,False,
6,2,47,Cm7b5,False,
6,3,42,B7,False,
6,4,42,B7,False,
7,1,41,Bb-7,False,
7,2,42,Eb7,False,
7,3,45,Eb-7,False,
7,4,37,Ab7,False,
8,1,44,Db6,False,
8,2,48,Db6,False,
8,3,47,Bb7,False,
8,4,42,Bb7,False,
9,1,42,Eb-7,False,
9,2,41,Eb-7,False,
9,3,41,Bb79b,False,
9,4,41,Bb79b,False,
10,1,42,Eb-7,False,
10,2,50,Eb-7,False,
10,3,45,D7,False,
10,4,51,D7,False,
11,1,44,Dbj7,False,
11,2,50,Dbj7,False,
11,3,42,Gb7,False,
11,4,50,Gb7,False,
12,1,48,F-7,False,
12,2,51,F-7,False,
12,3,47,Eo7,False,
12,4,52,Eo7,False,
13,1,42,Eb-7,False,
13,2,42,Eb-7,False,
13,3,41,Eb-7,False,
13,4,42,Eb-7,False,
14,1,51,Cm7b5,False,
14,2,48,Cm7b5,False,
14,3,42,B7,False,
14,4,42,B7,False,
15,1,42,Bb-7,False,
15,2,42,Bb-7,False,
15,3,48,D7,True,45
15,4,37,D7,False,
16,1,44,Db6,False,
16,2,44,Db6,False,
16,3,52,E-7,False,
16,4,41,A7,False,
17,1,42,Dj7,False,
17,2,37,Dj7,False,
17,3,47,E-7,False,
17,4,47,E-7,False,
18,1,48,F#-7,False,
18,2,52,F#-7,False,
18,3,50,G-7,False,
18,4,41,C7,False,
19,1,52,F#-7,False,
19,2,42,B7,False,
19,3,42,E-7,False,
19,4,41,A7,False,
20,1,45,Dj7,False,
20,2,47,Dj7,False,
20,3,37,Dj7,False,
20,4,52,Dj7,False,
21,1,45,D-7,False,
21,2,50,D-7,False,
21,3,44,G7,False,
21,4,50,G7,False,
22,1,43,Cj7,False,
22,2,47,Cj7,False,
22,3,42,Ebo,False,
22,4,51,Ebo,False,
23,1,42,D-7,False,
23,2,52,D-7,False,
23,3,51,G7,False,
23,4,41,G7,False,
24,1,42,C7,False,
24,2,42,B7,False,
24,3,42,Bb7,False,
24,4,47,Bb7,False,
25,1,42,Eb-7,False,
25,2,42,Eb-7,False,
25,3,41,Bb79b,False,
25,4,42,Bb79b,False,
26,1,42,Eb-7,False,
26,2,42,Eb-7,False,
26,3,45,D7,False,
26,4,42,D7,False,
27,1,44,Dbj7,False,
27,2,51,Dbj7,False,
27,3,51,Gb7,False,
27,4,51,Gb7,False,
28,1,48,F-7,False,
28,2,51,F-7,False,
28,3,47,Eo7,False,
28,4,42,Eo7,False,
29,1,42,Eb-7,False,
29,2,42,Eb-7,False,
29,3,42,Eb-7,False,
29,4,42,Eb-7,False,
30,1,42,Cm7b5,False,
30,2,42,Cm7b5,False,
30,3,42,B7911#,False,
30,4,48,F7,False,
31,1,41,Bb-7,False,
31,2,42,NC,False,
31,3,41,NC,False,
31,4,42,NC,False,
32,1,42,NC,False,
32,2,42,NC,False,
32,3,42,NC,False,
32,4,42,NC,False,
33,1,42,NC,False,
33,2,42,NC,False,
33,3,42,NC,False,
33,4,42,NC,False,
34,1,42,NC,False,
34,2,42,NC,False,
34,3,42,NC,False,
34,4,41,NC,False,
35,1,44,Db6,False,
35,2,41,Db6,False,
35,3,41,Db6,False,
35,4,50,Db6,True,41
