bar,beat,note,chord,replaced,original_value
1,1,37,G-7,False,
1,2,50,C7,False,
1,3,49,F#-7,False,
1,4,42,B7,False,
2,1,43,F-7,False,
2,2,49,Bb7,False,
2,3,47,E-7,False,
2,4,50,A7,False,
3,1,47,Eb-7,False,
3,2,47,Eb-7,False,
3,3,51,Ab7,False,
3,4,51,Ab7,False,
4,1,48,B7,False,
4,2,42,B7,False,
4,3,41,Bb7,False,
4,4,50,Bb7,False,
5,1,42,Eb7,False,
5,2,37,Eb7,False,
5,3,45,D7,False,
5,4,45,D7,False,
6,1,44,Dbj7,False,
6,2,44,Dbj7,False,
6,3,48,Eb7,False,
6,4,44,Eb7,False,
7,1,47,Eb-7,False,
7,2,47,Eb-7,False,
7,3,51,Ab7,False,
7,4,43,Ab7,False,
8,1,42,F-7,False,
8,2,37,E7,False,
8,3,40,Eb-7,False,
8,4,51,D7,False,
9,1,50,G-7,False,
9,2,43,C7,False,
9,3,37,F#-7,False,
9,4,42,B7,False,
10,1,48,F-7,False,
10,2,41,Bb7,False,
10,3,47,E-7,False,
10,4,40,A7,False,
11,1,47,Eb-7,False,
11,2,41,Eb-7,False,
11,3,51,Ab7,False,
11,4,51,Ab7,False,
12,1,48,B7,False,
12,2,48,B7,False,
12,3,41,Bb7,False,
12,4,41,Bb7,False,
13,1,47,Eb7,False,
13,2,47,Eb7,False,
13,3,45,D7,False,
13,4,45,D7,False,
14,1,44,Dbj7,False,
14,2,43,Dbj7,False,
14,3,37,Eb7,False,
14,4,42,Eb7,False,
15,1,47,Eb-7,False,
15,2,40,Eb-7,False,
15,3,51,Ab7,False,
15,4,43,Ab7,False,
16,1,44,Db,False,
16,2,50,Db,False,
16,3,41,Db,False,
16,4,50,Db,False,
17,1,34,Eb-7,False,
17,2,47,Eb-7,False,
17,3,51,Ab,False,
17,4,43,Ab,False,
18,1,44,Dbj7,False,
18,2,48,Dbj7,False,
18,3,37,Dbj7,False,
18,4,41,E-7,False,
19,1,34,Eb-7,False,
19,2,47,Eb-7,False,
19,3,45,Ab7,False,
19,4,45,Ab7,False,
20,1,44,Dbj7,False,
20,2,48,Dbj7,False,
20,3,50,Dbj7,False,
20,4,51,Dbj7,False,
21,1,44,Bb-7,False,
21,2,48,Bb-7,False,
21,3,50,Eb7,False,
21,4,44,Eb7,False,
22,1,37,Eb7,False,
22,2,37,Eb7,False,
22,3,50,Bb-7,False,
22,4,34,Bb-7,False,
23,1,37,Eb-7,False,
23,2,37,Eb-7,False,
23,3,51,Ab7,False,
23,4,51,Ab7,False,
24,1,50,Db-7,False,
24,2,43,Db-7,False,
24,3,50,Gb7,False,
24,4,50,Gb7,False,
25,1,50,G-7,False,
25,2,50,C7,False,
25,3,49,F#-7,False,
25,4,50,B7,False,
26,1,48,F-7,False,
26,2,41,Bb7,False,
26,3,47,E-7,False,
26,4,40,A7,False,
27,1,47,Eb-7,False,
27,2,50,Eb-7,False,
27,3,51,Ab7,False,
27,4,49,Ab7,False,
28,1,48,B7,False,
28,2,48,B7,False,
28,3,41,Bb7,False,
28,4,45,Bb7,False,
29,1,47,Eb7,False,
29,2,47,Eb7,False,
29,3,45,D7,False,
29,4,45,D7,False,
30,1,44,Dbj7,False,
30,2,43,Dbj7,False,
30,3,41,Eb7,False,
30,4,42,Eb7,False,
31,1,47,Eb-7,False,
31,2,47,Eb-7,False,
31,3,34,Ab7,False,
31,4,42,Ab7,False,
32,1,42,Db,False,
32,2,37,Db,False,
32,3,37,Db,False,
32,4,38,Db,False,
